harmonized_id	symbol	biotype	n_datasets_hvg
ENSMUSG00000032184	Lysmd2	protein_coding	32
ENSMUSG00000021294	Kif26a	protein_coding	32
ENSMUSG00000063652	Slc22a21	protein_coding	32
ENSMUSG00000000538	Tom1l2	protein_coding	32
ENSMUSG00000051378	Kif18b	protein_coding	32
ENSMUSG00000024220	Zfp523	protein_coding	32
ENSMUSG00000050288	Fzd2	protein_coding	32
ENSMUSG00002076083	Klhl17	protein_coding	32
ENSMUSG00000031561	Tenm3	protein_coding	32
ENSMUSG00000024896	Minpp1	protein_coding	32
ENSMUSG00000024892	Pcx	protein_coding	32
ENSMUSG00000047656	Trpt1	protein_coding	32
ENSMUSG00000020650	Bcap29	protein_coding	32
ENSMUSG00000024900	Cpt1a	protein_coding	32
ENSMUSG00000007041	Clic1	protein_coding	32
ENSMUSG00000041992	Rapgef5	protein_coding	32
ENSMUSG00000042109	Csdc2	protein_coding	32
ENSMUSG00000040606	Kazn	protein_coding	32
ENSMUSG00000020042	Abtb3	protein_coding	32
ENSMUSG00000063458	Lrmda	protein_coding	32
ENSMUSG00000021257	Angel1	protein_coding	32
ENSMUSG00000068794	Col28a1	protein_coding	32
ENSMUSG00000068966	Zbtb34	protein_coding	32
ENSMUSG00000036523	Greb1	protein_coding	32
ENSMUSG00000040813	Tex264	protein_coding	32
ENSMUSG00000053091	Lins1	protein_coding	32
ENSMUSG00000022906	Parp9	protein_coding	32
ENSMUSG00000022900	Ildr1	protein_coding	32
ENSMUSG00000053730	Tmem39b	protein_coding	32
ENSMUSG00000015970	Chdh	protein_coding	32
ENSMUSG00000007034	Slc44a4	protein_coding	32
ENSMUSG00000061780	Cfd	protein_coding	32
ENSMUSG00000041842	Fhdc1	protein_coding	32
ENSMUSG00000041935	Rimoc1	protein_coding	32
ENSMUSG00000036617	Etl4	protein_coding	32
ENSMUSG00000021180	Rps6ka5	protein_coding	32
ENSMUSG00000006538	Ihh	protein_coding	32
ENSMUSG00000034833	Tespa1	protein_coding	32
ENSMUSG00000022871	Fetub	protein_coding	32
ENSMUSG00000047875	Gpr157	protein_coding	32
ENSMUSG00000004994	Yju2b	protein_coding	32
ENSMUSG00000047953	Gp5	protein_coding	32
ENSMUSG00000036120	Rfxank	protein_coding	32
ENSMUSG00000036376	Abt1	protein_coding	32
ENSMUSG00000061603	Akap6	protein_coding	32
ENSMUSG00000015653	Steap2	protein_coding	32
ENSMUSG00000015627	Gata5	protein_coding	32
ENSMUSG00000032066	Bco2	protein_coding	32
ENSMUSG00000006958	Chrd	protein_coding	32
ENSMUSG00000019863	Qrsl1	protein_coding	32
ENSMUSG00000002104	Rapsn	protein_coding	32
ENSMUSG00000062585	Cnr2	protein_coding	32
ENSMUSG00000041360	Pum3	protein_coding	32
ENSMUSG00000026975	Dph7	protein_coding	32
ENSMUSG00000041309	Nkx6-2	protein_coding	32
ENSMUSG00000029992	Gfpt1	protein_coding	32
ENSMUSG00000041215	Yeats2	protein_coding	32
ENSMUSG00000096145	Vkorc1	protein_coding	32
ENSMUSG00000002324	Rec8	protein_coding	32
ENSMUSG00000031951	Tmem231	protein_coding	32
ENSMUSG00000031983	2310022B05Rik	protein_coding	32
ENSMUSG00000041642	Kif21b	protein_coding	32
ENSMUSG00000027072	Prg3	protein_coding	32
ENSMUSG00000041268	Dmxl2	protein_coding	32
ENSMUSG00000041264	Uspl1	protein_coding	32
ENSMUSG00000035293	G2e3	protein_coding	32
ENSMUSG00000066150	Slc31a1	protein_coding	32
ENSMUSG00000001065	Zfp276	protein_coding	32
ENSMUSG00000071573	Rnls	protein_coding	32
ENSMUSG00000071552	Tigit	protein_coding	32
ENSMUSG00000033933	Vhl	protein_coding	32
ENSMUSG00000033906	Zdhhc15	protein_coding	32
ENSMUSG00000034007	Scaper	protein_coding	32
ENSMUSG00000008690	Ncaph2	protein_coding	32
ENSMUSG00000020608	Smc6	protein_coding	32
ENSMUSG00000026874	Hc	protein_coding	32
ENSMUSG00000026873	Phf19	protein_coding	32
ENSMUSG00000020974	Pole2	protein_coding	32
ENSMUSG00000020973	Dnaaf2	protein_coding	32
ENSMUSG00000029436	Mmp17	protein_coding	32
ENSMUSG00000050732	Vamp8	protein_coding	32
ENSMUSG00000021071	Trim9	protein_coding	31
ENSMUSG00000021036	Sptlc2	protein_coding	31
ENSMUSG00000020964	Sel1l	protein_coding	31
ENSMUSG00000031822	Gse1	protein_coding	31
ENSMUSG00000003644	Rps6ka1	protein_coding	31
ENSMUSG00000053198	Prx	protein_coding	31
ENSMUSG00000078789	Dph1	protein_coding	31
ENSMUSG00000034908	Sidt2	protein_coding	31
ENSMUSG00000034903	Cobll1	protein_coding	31
ENSMUSG00000026836	Acvr1	protein_coding	31
ENSMUSG00000027163	Commd9	protein_coding	31
ENSMUSG00000027168	Pax6	protein_coding	31
ENSMUSG00000031652	N4bp1	protein_coding	31
ENSMUSG00000031608	Galnt7	protein_coding	31
ENSMUSG00000061981	Flot2	protein_coding	31
ENSMUSG00000029397	Rchy1	protein_coding	31
ENSMUSG00000078439	Smim24	protein_coding	31
ENSMUSG00000024049	Myom1	protein_coding	31
ENSMUSG00000020472	Zkscan17	protein_coding	31
ENSMUSG00000029364	Wsb2	protein_coding	31
ENSMUSG00000031997	Trpc6	protein_coding	31
ENSMUSG00000063362	Alg11	protein_coding	31
ENSMUSG00000034648	Lrrn1	protein_coding	31
ENSMUSG00000028634	Hivep3	protein_coding	31
ENSMUSG00000038080	Kdm1b	protein_coding	31
ENSMUSG00000048410	Zfp407	protein_coding	31
ENSMUSG00000048429	Timm29	protein_coding	31
ENSMUSG00000037605	Adgrl3	protein_coding	31
ENSMUSG00000024665	Fads2	protein_coding	31
ENSMUSG00000047671	Dynlt4	protein_coding	31
ENSMUSG00000028690	Mmachc	protein_coding	31
ENSMUSG00000034707	Gns	protein_coding	31
ENSMUSG00000017734	Dbndd2	protein_coding	31
ENSMUSG00000037957	Wdr20	protein_coding	31
ENSMUSG00000024941	Scyl1	protein_coding	31
ENSMUSG00000038205	Prkab2	protein_coding	31
ENSMUSG00000047036	Zfp445	protein_coding	31
ENSMUSG00000035051	Dhx57	protein_coding	31
ENSMUSG00000022948	Setd4	protein_coding	31
ENSMUSG00000022568	Scrib	protein_coding	31
ENSMUSG00000054517	Trim65	protein_coding	31
ENSMUSG00000038227	Hoxa9	protein_coding	31
ENSMUSG00000028621	Cyb5rl	protein_coding	31
ENSMUSG00000030134	Rasgef1a	protein_coding	31
ENSMUSG00000009293	Ube2g2	protein_coding	31
ENSMUSG00000009378	Slc16a12	protein_coding	31
ENSMUSG00000028673	Fuca1	protein_coding	31
ENSMUSG00000022723	Crybg3	protein_coding	31
ENSMUSG00000003309	Ap1m2	protein_coding	31
ENSMUSG00000022696	Sidt1	protein_coding	31
ENSMUSG00000030302	Atp2b2	protein_coding	31
ENSMUSG00000038417	Fig4	protein_coding	31
ENSMUSG00000037344	Slc12a9	protein_coding	31
ENSMUSG00000020381	Mrnip	protein_coding	31
ENSMUSG00000066894	Vsig10	protein_coding	31
ENSMUSG00000046947	Adck2	protein_coding	31
ENSMUSG00000025142	Aspscr1	protein_coding	31
ENSMUSG00000054716	Zfp771	protein_coding	31
ENSMUSG00000028532	Cachd1	protein_coding	31
ENSMUSG00000018965	Ywhah	protein_coding	31
ENSMUSG00000047117	Ankdd1b	protein_coding	31
ENSMUSG00000025133	Ints4	protein_coding	31
ENSMUSG00000038172	Ttc39b	protein_coding	31
ENSMUSG00000025227	Mfsd13a	protein_coding	31
ENSMUSG00000028397	Kdm4c	protein_coding	31
ENSMUSG00000046658	Zfp316	protein_coding	31
ENSMUSG00000035172	Plekhh3	protein_coding	31
ENSMUSG00000052504	Epha3	protein_coding	31
ENSMUSG00000023047	Amhr2	protein_coding	31
ENSMUSG00000023072	Cep89	protein_coding	31
ENSMUSG00000020599	Rgs9	protein_coding	31
ENSMUSG00000048537	Phldb1	protein_coding	31
ENSMUSG00000046605	B3gntl1	protein_coding	31
ENSMUSG00000028463	Car9	protein_coding	31
ENSMUSG00000034282	Evpl	protein_coding	31
ENSMUSG00000034300	Fam53c	protein_coding	31
ENSMUSG00000038383	Pigu	protein_coding	31
ENSMUSG00000046753	Ccdc66	protein_coding	31
ENSMUSG00000046191	Pcdhb20	protein_coding	31
ENSMUSG00000046006	Gapt	protein_coding	31
ENSMUSG00000045917	Tmem268	protein_coding	31
ENSMUSG00000028986	Klhl7	protein_coding	31
ENSMUSG00000070003	Ssbp4	protein_coding	31
ENSMUSG00000035168	Tanc1	protein_coding	31
ENSMUSG00000005374	Tbl2	protein_coding	31
ENSMUSG00000034209	Rasl10a	protein_coding	31
ENSMUSG00000034235	Usp54	protein_coding	31
ENSMUSG00000034121	Mks1	protein_coding	31
ENSMUSG00000020718	Polg2	protein_coding	31
ENSMUSG00000066392	Nrxn3	protein_coding	31
ENSMUSG00000046556	Zfp319	protein_coding	31
ENSMUSG00000046562	Unc119b	protein_coding	31
ENSMUSG00000013611	Snx31	protein_coding	31
ENSMUSG00000046351	Zfp322a	protein_coding	31
ENSMUSG00000020251	Glt8d2	protein_coding	31
ENSMUSG00000038807	Rap1gap2	protein_coding	31
ENSMUSG00000038828	Tmem214	protein_coding	31
ENSMUSG00000001039	B9d1	protein_coding	31
ENSMUSG00000048924	Ccdc125	protein_coding	31
ENSMUSG00000024587	Nars1	protein_coding	31
ENSMUSG00000037243	Zfp692	protein_coding	31
ENSMUSG00000048787	Dcun1d3	protein_coding	31
ENSMUSG00000025393	Atp5f1b	protein_coding	31
ENSMUSG00000030598	Fbxo17	protein_coding	31
ENSMUSG00000022314	Rad21	protein_coding	31
ENSMUSG00000034071	Zfp551	protein_coding	31
ENSMUSG00000003166	Dgcr2	protein_coding	31
ENSMUSG00000013833	Med16	protein_coding	31
ENSMUSG00000033781	Asb13	protein_coding	31
ENSMUSG00000035305	Ror1	protein_coding	31
ENSMUSG00000018143	Mafk	protein_coding	31
ENSMUSG00000023088	Abcc1	protein_coding	31
ENSMUSG00000028992	Nmnat1	protein_coding	31
ENSMUSG00000037259	Dzank1	protein_coding	31
ENSMUSG00000020755	Sap30bp	protein_coding	31
ENSMUSG00000056228	Cars2	protein_coding	31
ENSMUSG00000022303	Dcstamp	protein_coding	31
ENSMUSG00000030638	Sh3gl3	protein_coding	31
ENSMUSG00000025503	Taldo1	protein_coding	31
ENSMUSG00000025507	Pidd1	protein_coding	31
ENSMUSG00000045608	Dbx2	protein_coding	31
ENSMUSG00000025521	Tmem192	protein_coding	31
ENSMUSG00000044749	Abca6	protein_coding	31
ENSMUSG00000025645	Ccdc51	protein_coding	31
ENSMUSG00000025651	Uqcrc1	protein_coding	31
ENSMUSG00000028099	Polr3c	protein_coding	31
ENSMUSG00000029012	Orc5	protein_coding	31
ENSMUSG00000049350	Zg16	protein_coding	31
ENSMUSG00000049112	Oxtr	protein_coding	31
ENSMUSG00000045251	Zfp688	protein_coding	31
ENSMUSG00000025733	Rhot2	protein_coding	31
ENSMUSG00000092558	Med20	protein_coding	31
ENSMUSG00000045211	Nudt18	protein_coding	31
ENSMUSG00000039089	L3mbtl3	protein_coding	31
ENSMUSG00000038876	Rnf146	protein_coding	31
ENSMUSG00000005575	Ube2m	protein_coding	31
ENSMUSG00000005609	Ctr9	protein_coding	31
ENSMUSG00000033502	Cdc14a	protein_coding	31
ENSMUSG00000057406	Nsd2	protein_coding	31
ENSMUSG00000044254	Pcsk9	protein_coding	31
ENSMUSG00000037049	Smpd1	protein_coding	31
ENSMUSG00000029088	Kcnip4	protein_coding	31
ENSMUSG00000049295	Zfp219	protein_coding	31
ENSMUSG00000029673	Auts2	protein_coding	31
ENSMUSG00000052040	Klf13	protein_coding	31
ENSMUSG00000024548	Setbp1	protein_coding	31
ENSMUSG00000071669	Snx29	protein_coding	31
ENSMUSG00000001983	Taco1	protein_coding	31
ENSMUSG00000022181	C6	protein_coding	31
ENSMUSG00000074607	Tox2	protein_coding	31
ENSMUSG00000057054	Inca1	protein_coding	31
ENSMUSG00000002881	Nab1	protein_coding	31
ENSMUSG00000039096	Rsad1	protein_coding	31
ENSMUSG00000039315	Clnk	protein_coding	31
ENSMUSG00000049516	Spty2d1	protein_coding	31
ENSMUSG00000035539	Ccdc180	protein_coding	31
ENSMUSG00000023249	Parp3	protein_coding	31
ENSMUSG00000020573	Pik3cg	protein_coding	31
ENSMUSG00000039238	Zfp750	protein_coding	31
ENSMUSG00000039254	Pomt1	protein_coding	31
ENSMUSG00000016763	Scube1	protein_coding	31
ENSMUSG00000057691	Zfp746	protein_coding	31
ENSMUSG00000057715	A830018L16Rik	protein_coding	31
ENSMUSG00000039220	Ppp1r10	protein_coding	31
ENSMUSG00000044279	Crb3	protein_coding	31
ENSMUSG00000027956	Tmem144	protein_coding	31
ENSMUSG00000044352	Sowaha	protein_coding	31
ENSMUSG00000026127	Imp4	protein_coding	31
ENSMUSG00000043719	Col6a6	protein_coding	31
ENSMUSG00000058230	Arhgap35	protein_coding	31
ENSMUSG00000043518	Rai2	protein_coding	31
ENSMUSG00000035640	Cbarp	protein_coding	31
ENSMUSG00000003848	Nob1	protein_coding	31
ENSMUSG00000049307	Fut4	protein_coding	31
ENSMUSG00000037089	Slc35b2	protein_coding	31
ENSMUSG00000022013	Dnajc15	protein_coding	31
ENSMUSG00000057880	Abat	protein_coding	31
ENSMUSG00000027905	Ddx20	protein_coding	31
ENSMUSG00000044231	Nhlrc1	protein_coding	31
ENSMUSG00000044244	Il20rb	protein_coding	31
ENSMUSG00000027984	Hadh	protein_coding	31
ENSMUSG00000043154	Ppp2r3a	protein_coding	31
ENSMUSG00000039585	Myo9a	protein_coding	31
ENSMUSG00000014606	Slc25a11	protein_coding	31
ENSMUSG00000031024	Dennd2b	protein_coding	31
ENSMUSG00000049539	H1f1	protein_coding	31
ENSMUSG00000037020	Wdr62	protein_coding	31
ENSMUSG00000037022	Mmaa	protein_coding	31
ENSMUSG00000043372	Hexim2	protein_coding	31
ENSMUSG00000033065	Pfkm	protein_coding	31
ENSMUSG00000021903	Galnt15	protein_coding	31
ENSMUSG00000074483	Bglap	protein_coding	31
ENSMUSG00000043639	Rbm20	protein_coding	31
ENSMUSG00000014444	Piezo1	protein_coding	31
ENSMUSG00000000743	Chmp1a	protein_coding	31
ENSMUSG00000030942	Thumpd1	protein_coding	31
ENSMUSG00000026277	Stk25	protein_coding	31
ENSMUSG00000027716	Trpc3	protein_coding	31
ENSMUSG00000002668	Dennd1c	protein_coding	31
ENSMUSG00000058546	Rpl23a	protein_coding	31
ENSMUSG00000031074	Fgf3	protein_coding	31
ENSMUSG00000039740	Alg2	protein_coding	31
ENSMUSG00000020454	Eif4enif1	protein_coding	31
ENSMUSG00000029616	Erp29	protein_coding	31
ENSMUSG00000018322	Tomm34	protein_coding	31
ENSMUSG00000023495	Pcbp4	protein_coding	31
ENSMUSG00000004043	Stat5a	protein_coding	31
ENSMUSG00000029141	Slc4a1ap	protein_coding	31
ENSMUSG00000064177	Ghrl	protein_coding	31
ENSMUSG00000027742	Cog6	protein_coding	31
ENSMUSG00000026175	Vil1	protein_coding	31
ENSMUSG00000043252	Tmem64	protein_coding	31
ENSMUSG00000021775	Nr1d2	protein_coding	31
ENSMUSG00000002578	Ikzf4	protein_coding	31
ENSMUSG00000029188	Slc34a2	protein_coding	31
ENSMUSG00000039983	Ccdc32	protein_coding	31
ENSMUSG00000042992	Borcs5	protein_coding	31
ENSMUSG00000040136	Abcc8	protein_coding	31
ENSMUSG00000058793	Cds2	protein_coding	31
ENSMUSG00000079484	Phyhd1	protein_coding	31
ENSMUSG00000007783	Cpt1c	protein_coding	31
ENSMUSG00000032740	Ccdc88a	protein_coding	31
ENSMUSG00000042812	Foxf1	protein_coding	31
ENSMUSG00000039952	Dag1	protein_coding	31
ENSMUSG00000026181	Ppm1f	protein_coding	31
ENSMUSG00000039768	Dnajc11	protein_coding	31
ENSMUSG00000026270	Capn10	protein_coding	31
ENSMUSG00000042401	Crtac1	protein_coding	31
ENSMUSG00000042514	Klhl14	protein_coding	31
ENSMUSG00000059857	Ntng1	protein_coding	31
ENSMUSG00000059654	Reg1	protein_coding	31
ENSMUSG00000032375	Aph1b	protein_coding	31
ENSMUSG00000035863	Palm	protein_coding	31
ENSMUSG00000029217	Tec	protein_coding	31
ENSMUSG00000023923	Tbc1d5	protein_coding	31
ENSMUSG00000004568	Arhgef18	protein_coding	31
ENSMUSG00000007379	Dennd2c	protein_coding	31
ENSMUSG00000020080	Hkdc1	protein_coding	31
ENSMUSG00000002032	Tmem25	protein_coding	31
ENSMUSG00000026321	Tnfrsf11a	protein_coding	31
ENSMUSG00000042751	Nmnat2	protein_coding	31
ENSMUSG00000032562	Gnai2	protein_coding	31
ENSMUSG00000031482	Slc25a15	protein_coding	31
ENSMUSG00000015377	Dennd6b	protein_coding	31
ENSMUSG00000061024	Rrs1	protein_coding	31
ENSMUSG00000004415	Col26a1	protein_coding	31
ENSMUSG00000029233	Srd5a3	protein_coding	31
ENSMUSG00000011463	Cpb1	protein_coding	31
ENSMUSG00000035900	Gramd4	protein_coding	31
ENSMUSG00000027406	Idh3b	protein_coding	31
ENSMUSG00000027422	Rrbp1	protein_coding	31
ENSMUSG00000001288	Rarg	protein_coding	31
ENSMUSG00000001305	Rrp15	protein_coding	31
ENSMUSG00000042350	Arel1	protein_coding	31
ENSMUSG00000032352	Lrrc1	protein_coding	31
ENSMUSG00000063873	Slc24a3	protein_coding	31
ENSMUSG00000021276	Cinp	protein_coding	31
ENSMUSG00000026596	Abl2	protein_coding	31
ENSMUSG00000026563	Tada1	protein_coding	31
ENSMUSG00000007036	Abhd16a	protein_coding	31
ENSMUSG00000026632	Tatdn3	protein_coding	31
ENSMUSG00000041945	Mfsd9	protein_coding	31
ENSMUSG00000027339	Rassf2	protein_coding	31
ENSMUSG00000032115	Hyou1	protein_coding	31
ENSMUSG00000035914	Cd276	protein_coding	31
ENSMUSG00000051413	Plagl2	protein_coding	31
ENSMUSG00000051444	Bbs12	protein_coding	31
ENSMUSG00000036686	Cc2d1a	protein_coding	31
ENSMUSG00000036718	Micall2	protein_coding	31
ENSMUSG00000027395	Polr1b	protein_coding	31
ENSMUSG00000021376	Tpmt	protein_coding	31
ENSMUSG00000015968	Cacna1d	protein_coding	31
ENSMUSG00000032103	Pus3	protein_coding	31
ENSMUSG00000000202	Btbd17	protein_coding	31
ENSMUSG00000040661	Rad54l2	protein_coding	31
ENSMUSG00000040675	Mthfd1l	protein_coding	31
ENSMUSG00000027305	Ndufaf1	protein_coding	31
ENSMUSG00000050373	Snx21	protein_coding	31
ENSMUSG00000024180	Pgap6	protein_coding	31
ENSMUSG00000069170	Adgrv1	protein_coding	31
ENSMUSG00000016253	Nelfcd	protein_coding	31
ENSMUSG00000032121	Tmem218	protein_coding	31
ENSMUSG00000021303	Gng4	protein_coding	31
ENSMUSG00000040627	Aicda	protein_coding	31
ENSMUSG00000027329	Spef1	protein_coding	31
ENSMUSG00000061536	Sec22c	protein_coding	31
ENSMUSG00000032047	Acat1	protein_coding	31
ENSMUSG00000032050	Rdx	protein_coding	31
ENSMUSG00000032051	Fdx1	protein_coding	31
ENSMUSG00000032064	Dixdc1	protein_coding	31
ENSMUSG00000027198	Ext2	protein_coding	31
ENSMUSG00000027247	Arhgap1	protein_coding	31
ENSMUSG00000029534	St7	protein_coding	31
ENSMUSG00000029469	Ift81	protein_coding	31
ENSMUSG00000020495	Smg8	protein_coding	31
ENSMUSG00000027312	Atrn	protein_coding	31
ENSMUSG00000027238	Frmd5	protein_coding	31
ENSMUSG00000026727	Rsu1	protein_coding	31
ENSMUSG00000026687	Aldh9a1	protein_coding	31
ENSMUSG00000021313	Ryr2	protein_coding	31
ENSMUSG00000063430	Wscd2	protein_coding	31
ENSMUSG00000041134	Cyyr1	protein_coding	31
ENSMUSG00000036117	Il5	protein_coding	31
ENSMUSG00000024036	Slc37a1	protein_coding	31
ENSMUSG00000020524	Gria1	protein_coding	31
ENSMUSG00000050989	Selenon	protein_coding	31
ENSMUSG00000032036	Kirrel3	protein_coding	31
ENSMUSG00000061894	Zscan20	protein_coding	31
ENSMUSG00000021226	Acot2	protein_coding	31
ENSMUSG00000031629	Cenpu	protein_coding	31
ENSMUSG00000040913	Fbxw4	protein_coding	31
ENSMUSG00000000339	Rtca	protein_coding	31
ENSMUSG00000074093	Svip	protein_coding	31
ENSMUSG00000040860	Crocc	protein_coding	31
ENSMUSG00000020003	Pex7	protein_coding	31
ENSMUSG00000073702	Rpl31	protein_coding	31
ENSMUSG00000034902	Pip5k1c	protein_coding	31
ENSMUSG00000002147	Stat6	protein_coding	31
ENSMUSG00000036249	Rbm43	protein_coding	31
ENSMUSG00000029415	Sdad1	protein_coding	31
ENSMUSG00000036160	Surf6	protein_coding	31
ENSMUSG00000024042	Sik1	protein_coding	31
ENSMUSG00000029456	Acad10	protein_coding	31
ENSMUSG00000018395	Kif3a	protein_coding	31
ENSMUSG00000026842	Abl1	protein_coding	31
ENSMUSG00000031965	Tbx20	protein_coding	31
ENSMUSG00000041225	Arhgap12	protein_coding	31
ENSMUSG00000041594	Tmtc4	protein_coding	31
ENSMUSG00000006498	Ptbp1	protein_coding	31
ENSMUSG00000037926	Ssh2	protein_coding	31
ENSMUSG00000034780	B3galt1	protein_coding	31
ENSMUSG00000020652	Cenpo	protein_coding	31
ENSMUSG00000053040	Aph1c	protein_coding	31
ENSMUSG00000052852	Reep1	protein_coding	31
ENSMUSG00000075324	Fign	protein_coding	31
ENSMUSG00000037656	Slc20a2	protein_coding	31
ENSMUSG00000004947	Dtx2	protein_coding	31
ENSMUSG00000024867	Pip5k1b	protein_coding	31
ENSMUSG00000030054	Gp9	protein_coding	31
ENSMUSG00000048022	Tmem229a	protein_coding	31
ENSMUSG00000020620	Abca8b	protein_coding	31
ENSMUSG00000037815	Ctnna1	protein_coding	31
ENSMUSG00000004892	Bcan	protein_coding	31
ENSMUSG00000048232	Fbxo10	protein_coding	31
ENSMUSG00000031749	St3gal2	protein_coding	30
ENSMUSG00000000088	Cox5a	protein_coding	30
ENSMUSG00000021095	Gsc	protein_coding	30
ENSMUSG00000043556	Fbxl7	protein_coding	30
ENSMUSG00000039419	Cntnap2	protein_coding	30
ENSMUSG00000005897	Nr2c1	protein_coding	30
ENSMUSG00000021149	Gtpbp4	protein_coding	30
ENSMUSG00000021176	Efcab11	protein_coding	30
ENSMUSG00000010936	Vac14	protein_coding	30
ENSMUSG00000024019	Cmtr1	protein_coding	30
ENSMUSG00000036086	Zranb3	protein_coding	30
ENSMUSG00000050705	2310061I04Rik	protein_coding	30
ENSMUSG00000050730	Arhgap42	protein_coding	30
ENSMUSG00000004319	Clcn3	protein_coding	30
ENSMUSG00000064272	Gpbar1	protein_coding	30
ENSMUSG00000064284	Cdpf1	protein_coding	30
ENSMUSG00000039463	Slc9a8	protein_coding	30
ENSMUSG00000043384	Gprasp1	protein_coding	30
ENSMUSG00000030888	Rrp8	protein_coding	30
ENSMUSG00000033039	Micall1	protein_coding	30
ENSMUSG00000021922	Itih4	protein_coding	30
ENSMUSG00000050967	Creg2	protein_coding	30
ENSMUSG00000036560	Lgi4	protein_coding	30
ENSMUSG00000050471	Fam118b	protein_coding	30
ENSMUSG00000031955	Bcar1	protein_coding	30
ENSMUSG00000027983	Cyp2u1	protein_coding	30
ENSMUSG00000027997	Casp6	protein_coding	30
ENSMUSG00000019437	Tlcd1	protein_coding	30
ENSMUSG00000072623	Zfp9	protein_coding	30
ENSMUSG00000072640	Lyrm9	protein_coding	30
ENSMUSG00000027822	Slc33a1	protein_coding	30
ENSMUSG00000019578	Ubxn6	protein_coding	30
ENSMUSG00000024181	Mrpl28	protein_coding	30
ENSMUSG00000068740	Celsr2	protein_coding	30
ENSMUSG00000036046	5031439G07Rik	protein_coding	30
ENSMUSG00000020513	Tubd1	protein_coding	30
ENSMUSG00000023938	Aars2	protein_coding	30
ENSMUSG00000036602	Alx1	protein_coding	30
ENSMUSG00000029326	Enoph1	protein_coding	30
ENSMUSG00000050555	Hyls1	protein_coding	30
ENSMUSG00000050592	Fam78a	protein_coding	30
ENSMUSG00000039199	Zdhhc1	protein_coding	30
ENSMUSG00000057778	Cyb5d2	protein_coding	30
ENSMUSG00000057465	Saa2	protein_coding	30
ENSMUSG00000064145	Arih2	protein_coding	30
ENSMUSG00000039683	Sdk1	protein_coding	30
ENSMUSG00000028039	Efna3	protein_coding	30
ENSMUSG00000025888	Casp1	protein_coding	30
ENSMUSG00000028007	Snx7	protein_coding	30
ENSMUSG00000039178	Tbc1d19	protein_coding	30
ENSMUSG00000014226	Cacybp	protein_coding	30
ENSMUSG00000020775	Mrpl38	protein_coding	30
ENSMUSG00000044456	Rin3	protein_coding	30
ENSMUSG00000050240	Hic2	protein_coding	30
ENSMUSG00000036019	Tmtc2	protein_coding	30
ENSMUSG00000035934	Pknox2	protein_coding	30
ENSMUSG00000073771	Btbd19	protein_coding	30
ENSMUSG00000041133	Smc1a	protein_coding	30
ENSMUSG00000014303	Glis2	protein_coding	30
ENSMUSG00000033444	Specc1l	protein_coding	30
ENSMUSG00000057156	Homez	protein_coding	30
ENSMUSG00000033669	Zfp7	protein_coding	30
ENSMUSG00000022130	Tgds	protein_coding	30
ENSMUSG00000023971	Rrp36	protein_coding	30
ENSMUSG00000036721	Zscan12	protein_coding	30
ENSMUSG00000024175	Tekt4	protein_coding	30
ENSMUSG00000029310	Nudt9	protein_coding	30
ENSMUSG00000020131	Pcsk4	protein_coding	30
ENSMUSG00000039699	Batf2	protein_coding	30
ENSMUSG00000043102	Qrfp	protein_coding	30
ENSMUSG00000031112	Stk26	protein_coding	30
ENSMUSG00000020823	Sec14l1	protein_coding	30
ENSMUSG00000058690	Ccser2	protein_coding	30
ENSMUSG00000058709	Egln2	protein_coding	30
ENSMUSG00000028069	Gpatch4	protein_coding	30
ENSMUSG00000056919	Cep162	protein_coding	30
ENSMUSG00000056832	Ift56	protein_coding	30
ENSMUSG00000019143	Hars2	protein_coding	30
ENSMUSG00000038855	Itpkb	protein_coding	30
ENSMUSG00000039033	Tasp1	protein_coding	30
ENSMUSG00000039043	Arpin	protein_coding	30
ENSMUSG00000025613	Cct8	protein_coding	30
ENSMUSG00000049755	Zfp672	protein_coding	30
ENSMUSG00000031628	Casp3	protein_coding	30
ENSMUSG00000040964	Arhgef10l	protein_coding	30
ENSMUSG00000031996	Aplp2	protein_coding	30
ENSMUSG00000019945	Cabcoco1	protein_coding	30
ENSMUSG00000022236	Ropn1l	protein_coding	30
ENSMUSG00000039763	Dnajc28	protein_coding	30
ENSMUSG00000039887	Alg14	protein_coding	30
ENSMUSG00000032827	Ppp1r9a	protein_coding	30
ENSMUSG00000023572	Ccndbp1	protein_coding	30
ENSMUSG00000024269	Tpgs2	protein_coding	30
ENSMUSG00000035864	Syt1	protein_coding	30
ENSMUSG00000023809	Rps6ka2	protein_coding	30
ENSMUSG00000020528	Prpsap2	protein_coding	30
ENSMUSG00000068617	Clxn	protein_coding	30
ENSMUSG00000023926	Rhag	protein_coding	30
ENSMUSG00000020542	Myocd	protein_coding	30
ENSMUSG00000064068	Mtx1	protein_coding	30
ENSMUSG00000092417	Gpank1	protein_coding	30
ENSMUSG00000038879	Nipal2	protein_coding	30
ENSMUSG00000030607	Acan	protein_coding	30
ENSMUSG00000013822	Elof1	protein_coding	30
ENSMUSG00000033900	Map9	protein_coding	30
ENSMUSG00000033826	Dnah8	protein_coding	30
ENSMUSG00000036923	Stox1	protein_coding	30
ENSMUSG00000018541	Cwc25	protein_coding	30
ENSMUSG00000029146	Snx17	protein_coding	30
ENSMUSG00000037029	Zfp146	protein_coding	30
ENSMUSG00000024421	Lama3	protein_coding	30
