harmonized_id	symbol	biotype	n_datasets_hvg
ENSMUSG00000002985	Apoe	protein_coding	164
ENSMUSG00000020644	Id2	protein_coding	156
ENSMUSG00000021250	Fos	protein_coding	156
ENSMUSG00000024610	Cd74	protein_coding	154
ENSMUSG00000022018	Rgcc	protein_coding	153
ENSMUSG00000007872	Id3	protein_coding	152
ENSMUSG00000050335	Lgals3	protein_coding	151
ENSMUSG00000073421	H2-Ab1	protein_coding	151
ENSMUSG00000021453	Gadd45g	protein_coding	150
ENSMUSG00000005413	Hmox1	protein_coding	150
ENSMUSG00000018593	Sparc	protein_coding	149
ENSMUSG00000032554	Trf	protein_coding	149
ENSMUSG00000064373	Selenop	protein_coding	148
ENSMUSG00000029322	Plac8	protein_coding	148
ENSMUSG00000006398	Cdc20	protein_coding	148
ENSMUSG00000024659	Anxa1	protein_coding	148
ENSMUSG00000029304	Spp1	protein_coding	146
ENSMUSG00000026360	Rgs2	protein_coding	146
ENSMUSG00000028195	Ccn1	protein_coding	146
ENSMUSG00000091971	Hspa1a	protein_coding	145
ENSMUSG00000001403	Ube2c	protein_coding	145
ENSMUSG00000020641	Rsad2	protein_coding	144
ENSMUSG00000026628	Atf3	protein_coding	144
ENSMUSG00000022037	Clu	protein_coding	144
ENSMUSG00000006360	Crip1	protein_coding	144
ENSMUSG00000034855	Cxcl10	protein_coding	144
ENSMUSG00000024190	Dusp1	protein_coding	143
ENSMUSG00000041431	Ccnb1	protein_coding	143
ENSMUSG00000015568	Lpl	protein_coding	143
ENSMUSG00000019929	Dcn	protein_coding	143
ENSMUSG00000027962	Vcam1	protein_coding	143
ENSMUSG00000014846	Tppp3	protein_coding	142
ENSMUSG00000004951	Hspb1	protein_coding	142
ENSMUSG00000026728	Vim	protein_coding	142
ENSMUSG00000049775	Tmsb4x	protein_coding	142
ENSMUSG00000003541	Ier3	protein_coding	142
ENSMUSG00000030560	Ctsc	protein_coding	142
ENSMUSG00000027562	Car2	protein_coding	141
ENSMUSG00000026879	Gsn	protein_coding	141
ENSMUSG00000025492	Ifitm3	protein_coding	141
ENSMUSG00000052684	Jun	protein_coding	140
ENSMUSG00000038418	Egr1	protein_coding	140
ENSMUSG00000026193	Fn1	protein_coding	140
ENSMUSG00000001025	S100a6	protein_coding	140
ENSMUSG00000002944	Cd36	protein_coding	139
ENSMUSG00000068220	Lgals1	protein_coding	139
ENSMUSG00000035783	Acta2	protein_coding	139
ENSMUSG00000023067	Cdkn1a	protein_coding	139
ENSMUSG00000036256	Igfbp7	protein_coding	138
ENSMUSG00000018339	Gpx3	protein_coding	138
ENSMUSG00000042745	Id1	protein_coding	138
ENSMUSG00000021025	Nfkbia	protein_coding	138
ENSMUSG00000052837	Junb	protein_coding	138
ENSMUSG00000044734	Serpinb1a	protein_coding	137
ENSMUSG00000017493	Igfbp4	protein_coding	137
ENSMUSG00000058135	Gstm1	protein_coding	137
ENSMUSG00000019942	Cdk1	protein_coding	137
ENSMUSG00000037664	Cdkn1c	protein_coding	137
ENSMUSG00000027800	Tm4sf1	protein_coding	137
ENSMUSG00000027447	Cst3	protein_coding	137
ENSMUSG00000027368	Dusp2	protein_coding	137
ENSMUSG00000032218	Ccnb2	protein_coding	137
ENSMUSG00000020914	Top2a	protein_coding	137
ENSMUSG00000025491	Ifitm1	protein_coding	137
ENSMUSG00000027533	Fabp5	protein_coding	136
ENSMUSG00000026185	Igfbp5	protein_coding	136
ENSMUSG00000026249	Serpine2	protein_coding	136
ENSMUSG00000040152	Thbs1	protein_coding	136
ENSMUSG00000036905	C1qb	protein_coding	136
ENSMUSG00000022528	Hes1	protein_coding	135
ENSMUSG00000028832	Stmn1	protein_coding	134
ENSMUSG00000017002	Slpi	protein_coding	134
ENSMUSG00000020649	Rrm2	protein_coding	134
ENSMUSG00000031880	Rrad	protein_coding	134
ENSMUSG00000023034	Nr4a1	protein_coding	134
ENSMUSG00000040204	Pclaf	protein_coding	134
ENSMUSG00000009633	G0s2	protein_coding	134
ENSMUSG00000029661	Col1a2	protein_coding	133
ENSMUSG00000020423	Btg2	protein_coding	133
ENSMUSG00000015312	Gadd45b	protein_coding	133
ENSMUSG00000024621	Csf1r	protein_coding	133
ENSMUSG00000058715	Fcer1g	protein_coding	133
ENSMUSG00000045573	Penk	protein_coding	133
ENSMUSG00000020053	Igf1	protein_coding	133
ENSMUSG00000015396	Cd83	protein_coding	133
ENSMUSG00000018930	Ccl4	protein_coding	133
ENSMUSG00000048489	Depp1	protein_coding	133
ENSMUSG00000030579	Tyrobp	protein_coding	133
ENSMUSG00000030790	Adm	protein_coding	132
ENSMUSG00000030214	Plbd1	protein_coding	132
ENSMUSG00000001270	Ckb	protein_coding	132
ENSMUSG00000035493	Tgfbi	protein_coding	132
ENSMUSG00000035042	Ccl5	protein_coding	132
ENSMUSG00000019970	Sgk1	protein_coding	132
ENSMUSG00000017754	Pltp	protein_coding	132
ENSMUSG00000000982	Ccl3	protein_coding	131
ENSMUSG00000039405	Prss23	protein_coding	131
ENSMUSG00000000184	Ccnd2	protein_coding	131
ENSMUSG00000034459	Ifit1	protein_coding	131
ENSMUSG00000030218	Mgp	protein_coding	131
ENSMUSG00000026712	Mrc1	protein_coding	131
ENSMUSG00000036887	C1qa	protein_coding	131
ENSMUSG00000034634	Ly6d	protein_coding	130
ENSMUSG00000026043	Col3a1	protein_coding	129
ENSMUSG00000038642	Ctss	protein_coding	129
ENSMUSG00000001506	Col1a1	protein_coding	129
ENSMUSG00000031239	Itm2a	protein_coding	129
ENSMUSG00000022587	Ly6e	protein_coding	129
ENSMUSG00000062515	Fabp4	protein_coding	129
ENSMUSG00000067818	Myl9	protein_coding	128
ENSMUSG00000027398	Il1b	protein_coding	128
ENSMUSG00000001946	Esam	protein_coding	128
ENSMUSG00000022893	Adamts1	protein_coding	128
ENSMUSG00000004655	Aqp1	protein_coding	128
ENSMUSG00000070348	Ccnd1	protein_coding	128
ENSMUSG00000026358	Rgs1	protein_coding	128
ENSMUSG00000029177	Cenpa	protein_coding	128
ENSMUSG00000055148	Klf2	protein_coding	128
ENSMUSG00000061353	Cxcl12	protein_coding	128
ENSMUSG00000021508	Cxcl14	protein_coding	128
ENSMUSG00000017716	Birc5	protein_coding	128
ENSMUSG00000053113	Socs3	protein_coding	127
ENSMUSG00000026921	Egfl7	protein_coding	127
ENSMUSG00000030717	Nupr1	protein_coding	127
ENSMUSG00000034845	Plvap	protein_coding	126
ENSMUSG00000041378	Cldn5	protein_coding	126
ENSMUSG00000000753	Serpinf1	protein_coding	126
ENSMUSG00000039109	F13a1	protein_coding	126
ENSMUSG00000020427	Igfbp3	protein_coding	126
ENSMUSG00000027715	Ccna2	protein_coding	126
ENSMUSG00000020467	Efemp1	protein_coding	125
ENSMUSG00000016494	Cd34	protein_coding	125
ENSMUSG00000036896	C1qc	protein_coding	125
ENSMUSG00000023913	Pla2g7	protein_coding	125
ENSMUSG00000001525	Tubb5	protein_coding	124
ENSMUSG00000021190	Lgmn	protein_coding	124
ENSMUSG00000051439	Cd14	protein_coding	124
ENSMUSG00000037852	Cpe	protein_coding	123
ENSMUSG00000024486	Hbegf	protein_coding	123
ENSMUSG00000024164	C3	protein_coding	123
ENSMUSG00000004612	Nkg7	protein_coding	123
ENSMUSG00000027500	Stmn2	protein_coding	123
ENSMUSG00000025993	Slc40a1	protein_coding	123
ENSMUSG00000054717	Hmgb2	protein_coding	123
ENSMUSG00000023886	Smoc2	protein_coding	122
ENSMUSG00000029309	Sparcl1	protein_coding	122
ENSMUSG00000001020	S100a4	protein_coding	122
ENSMUSG00000027750	Postn	protein_coding	122
ENSMUSG00000049422	Chchd10	protein_coding	122
ENSMUSG00000027306	Nusap1	protein_coding	122
ENSMUSG00000029484	Anxa3	protein_coding	121
ENSMUSG00000049892	Rasd1	protein_coding	121
ENSMUSG00000020044	Timp3	protein_coding	121
ENSMUSG00000074622	Mafb	protein_coding	120
ENSMUSG00000035373	Ccl7	protein_coding	120
ENSMUSG00000001473	Tubb6	protein_coding	120
ENSMUSG00000021701	Plk2	protein_coding	120
ENSMUSG00000032231	Anxa2	protein_coding	120
ENSMUSG00000039899	Fgl2	protein_coding	119
ENSMUSG00000053560	Ier2	protein_coding	119
ENSMUSG00000041515	Irf8	protein_coding	119
ENSMUSG00000028128	F3	protein_coding	119
ENSMUSG00000023224	Serping1	protein_coding	118
ENSMUSG00000054690	Emcn	protein_coding	118
ENSMUSG00000028270	Gbp2	protein_coding	118
ENSMUSG00000026605	Cenpf	protein_coding	118
ENSMUSG00000027360	Hdc	protein_coding	118
ENSMUSG00000023004	Tuba1b	protein_coding	118
ENSMUSG00000003545	Fosb	protein_coding	118
ENSMUSG00000035692	Isg15	protein_coding	118
ENSMUSG00000021876	Rnase4	protein_coding	117
ENSMUSG00000044786	Zfp36	protein_coding	117
ENSMUSG00000023043	Krt18	protein_coding	117
ENSMUSG00000050234	Gja4	protein_coding	117
ENSMUSG00000072235	Tuba1a	protein_coding	117
ENSMUSG00000029838	Ptn	protein_coding	117
ENSMUSG00000026576	Atp1b1	protein_coding	117
ENSMUSG00000022122	Ednrb	protein_coding	117
ENSMUSG00000037405	Icam1	protein_coding	117
ENSMUSG00000079547	H2-DMb1	protein_coding	117
ENSMUSG00000025283	Sat1	protein_coding	117
ENSMUSG00000049382	Krt8	protein_coding	117
ENSMUSG00000032085	Tagln	protein_coding	117
ENSMUSG00000026475	Rgs16	protein_coding	117
ENSMUSG00000005483	Dnajb1	protein_coding	117
ENSMUSG00000021367	Edn1	protein_coding	117
ENSMUSG00000028517	Plpp3	protein_coding	117
ENSMUSG00000049103	Ccr2	protein_coding	116
ENSMUSG00000030787	Lyve1	protein_coding	116
ENSMUSG00000031451	Gas6	protein_coding	116
ENSMUSG00000024990	Rbp4	protein_coding	116
ENSMUSG00000001348	Acp5	protein_coding	116
ENSMUSG00000050708	Ftl1	protein_coding	115
ENSMUSG00000074743	Thbd	protein_coding	115
ENSMUSG00000038508	Gdf15	protein_coding	115
ENSMUSG00000023046	Igfbp6	protein_coding	115
ENSMUSG00000019997	Ccn2	protein_coding	115
ENSMUSG00000060063	Alox5ap	protein_coding	115
ENSMUSG00000062960	Kdr	protein_coding	115
ENSMUSG00000032060	Cryab	protein_coding	114
ENSMUSG00000036752	Tubb4b	protein_coding	114
ENSMUSG00000096210	H1f0	protein_coding	114
ENSMUSG00000028108	Ecm1	protein_coding	114
ENSMUSG00000005125	Ndrg1	protein_coding	114
ENSMUSG00000051022	Hs3st1	protein_coding	114
ENSMUSG00000029648	Flt1	protein_coding	114
ENSMUSG00000029641	Rasl11a	protein_coding	114
ENSMUSG00000021728	Emb	protein_coding	113
ENSMUSG00000022010	Tsc22d1	protein_coding	113
ENSMUSG00000031722	Hp	protein_coding	113
ENSMUSG00000041120	Nbl1	protein_coding	113
ENSMUSG00000040564	Apoc1	protein_coding	113
ENSMUSG00000033174	Mgll	protein_coding	113
ENSMUSG00000018217	Pmp22	protein_coding	113
ENSMUSG00000020717	Pecam1	protein_coding	113
ENSMUSG00000030707	Coro1a	protein_coding	113
ENSMUSG00000038943	Prc1	protein_coding	113
ENSMUSG00000007655	Cav1	protein_coding	113
ENSMUSG00000028214	Gem	protein_coding	113
ENSMUSG00000037649	H2-DMa	protein_coding	113
ENSMUSG00000022425	Enpp2	protein_coding	113
ENSMUSG00000001128	Cfp	protein_coding	113
ENSMUSG00000022661	Cd200	protein_coding	113
ENSMUSG00000031502	Col4a1	protein_coding	112
ENSMUSG00000031538	Plat	protein_coding	112
ENSMUSG00000028776	Tinagl1	protein_coding	112
ENSMUSG00000031375	Bgn	protein_coding	112
ENSMUSG00000023367	Tmem176a	protein_coding	112
ENSMUSG00000037095	Lrg1	protein_coding	112
ENSMUSG00000026981	Il1rn	protein_coding	112
ENSMUSG00000022816	Fstl1	protein_coding	112
ENSMUSG00000006205	Htra1	protein_coding	112
ENSMUSG00000029816	Gpnmb	protein_coding	112
ENSMUSG00000029675	Eln	protein_coding	112
ENSMUSG00000036446	Lum	protein_coding	111
ENSMUSG00000031548	Sfrp1	protein_coding	111
ENSMUSG00000031613	Hpgd	protein_coding	111
ENSMUSG00000017009	Sdc4	protein_coding	111
ENSMUSG00000023505	Cdca3	protein_coding	111
ENSMUSG00000037820	Tgm2	protein_coding	111
ENSMUSG00000027848	Olfml3	protein_coding	111
ENSMUSG00000018899	Irf1	protein_coding	111
ENSMUSG00000045826	Ptprcap	protein_coding	111
ENSMUSG00000022548	Apod	protein_coding	110
ENSMUSG00000063856	Gpx1	protein_coding	110
ENSMUSG00000029413	Naaa	protein_coding	110
ENSMUSG00000016194	Hsd11b1	protein_coding	110
ENSMUSG00000013150	Gfod2	protein_coding	110
ENSMUSG00000022836	Mylk	protein_coding	110
ENSMUSG00000026678	Rgs5	protein_coding	110
ENSMUSG00000026826	Nr4a2	protein_coding	109
ENSMUSG00000022346	Myc	protein_coding	109
ENSMUSG00000037944	Ccr7	protein_coding	109
ENSMUSG00000028581	Laptm5	protein_coding	109
ENSMUSG00000039323	Igfbp2	protein_coding	109
ENSMUSG00000052957	Gas1	protein_coding	109
ENSMUSG00000036181	H1f2	protein_coding	109
ENSMUSG00000052336	Cx3cr1	protein_coding	109
ENSMUSG00000026073	Il1r2	protein_coding	109
ENSMUSG00000058672	Tubb2a	protein_coding	109
ENSMUSG00000020205	Phlda1	protein_coding	109
ENSMUSG00000034353	Ramp1	protein_coding	109
ENSMUSG00000008540	Mgst1	protein_coding	109
ENSMUSG00000049932	H2ax	protein_coding	109
ENSMUSG00000024011	Pi16	protein_coding	109
ENSMUSG00000060802	B2m	protein_coding	109
ENSMUSG00000045136	Tubb2b	protein_coding	108
ENSMUSG00000033220	Rac2	protein_coding	108
ENSMUSG00000064080	Fbln2	protein_coding	108
ENSMUSG00000031825	Crispld2	protein_coding	108
ENSMUSG00000022150	Dab2	protein_coding	108
ENSMUSG00000028967	Errfi1	protein_coding	108
ENSMUSG00000056054	S100a8	protein_coding	108
ENSMUSG00000056071	S100a9	protein_coding	108
ENSMUSG00000074207	Adh1	protein_coding	108
ENSMUSG00000024810	Il33	protein_coding	108
ENSMUSG00000030246	Ldhb	protein_coding	108
ENSMUSG00000030208	Emp1	protein_coding	108
ENSMUSG00000031636	Pdlim3	protein_coding	108
ENSMUSG00000042286	Stab1	protein_coding	107
ENSMUSG00000002204	Napsa	protein_coding	107
ENSMUSG00000042436	Mfap4	protein_coding	107
ENSMUSG00000000078	Klf6	protein_coding	107
ENSMUSG00000037411	Serpine1	protein_coding	107
ENSMUSG00000027199	Gatm	protein_coding	107
ENSMUSG00000040592	Cd79b	protein_coding	107
ENSMUSG00000015340	Cybb	protein_coding	107
ENSMUSG00000032725	Folr2	protein_coding	107
ENSMUSG00000027875	Hmgcs2	protein_coding	107
ENSMUSG00000055435	Maf	protein_coding	107
ENSMUSG00000046402	Rbp1	protein_coding	107
ENSMUSG00000076431	Sox4	protein_coding	106
ENSMUSG00000021186	Fbln5	protein_coding	106
ENSMUSG00000020911	Krt19	protein_coding	106
ENSMUSG00000006356	Crip2	protein_coding	106
ENSMUSG00000024397	Aif1	protein_coding	106
ENSMUSG00000073599	Ecscr	protein_coding	106
ENSMUSG00000022602	Arc	protein_coding	106
ENSMUSG00000021390	Ogn	protein_coding	106
ENSMUSG00000030342	Cd9	protein_coding	105
ENSMUSG00000030247	Kcnj8	protein_coding	105
ENSMUSG00000074476	Spc24	protein_coding	105
ENSMUSG00000043091	Tuba1c	protein_coding	105
ENSMUSG00000029718	Pcolce	protein_coding	105
ENSMUSG00000051855	Mest	protein_coding	105
ENSMUSG00000032366	Tpm1	protein_coding	105
ENSMUSG00000030116	Mfap5	protein_coding	105
ENSMUSG00000025351	Cd63	protein_coding	105
ENSMUSG00000073418	C4b	protein_coding	105
ENSMUSG00000030156	Cd69	protein_coding	105
ENSMUSG00000069919	Hba-a1	protein_coding	104
ENSMUSG00000071637	Cebpd	protein_coding	104
ENSMUSG00000022033	Pbk	protein_coding	104
ENSMUSG00000005233	Spc25	protein_coding	104
ENSMUSG00000028459	Cd72	protein_coding	104
ENSMUSG00000038156	Spon1	protein_coding	104
ENSMUSG00000027611	Procr	protein_coding	104
ENSMUSG00000060600	Eno3	protein_coding	104
ENSMUSG00000002111	Spi1	protein_coding	104
ENSMUSG00000046223	Plaur	protein_coding	104
ENSMUSG00000028873	Cdca8	protein_coding	104
ENSMUSG00000045394	Epcam	protein_coding	103
ENSMUSG00000044337	Ackr3	protein_coding	103
ENSMUSG00000030220	Arhgdib	protein_coding	103
ENSMUSG00000020897	Aurkb	protein_coding	103
ENSMUSG00000046805	Mpeg1	protein_coding	103
ENSMUSG00000020577	Tspan13	protein_coding	103
ENSMUSG00000027204	Fbn1	protein_coding	103
ENSMUSG00000021835	Bmp4	protein_coding	103
ENSMUSG00000045954	Cavin2	protein_coding	103
ENSMUSG00000023349	Clec4n	protein_coding	102
ENSMUSG00000047281	Sfn	protein_coding	102
ENSMUSG00000024232	Bambi	protein_coding	102
ENSMUSG00000029417	Cxcl9	protein_coding	102
ENSMUSG00000059743	Fdps	protein_coding	102
ENSMUSG00000055653	Gpc3	protein_coding	102
ENSMUSG00000007891	Ctsd	protein_coding	102
ENSMUSG00000056313	Tcim	protein_coding	102
ENSMUSG00000053398	Phgdh	protein_coding	102
ENSMUSG00000032487	Ptgs2	protein_coding	102
ENSMUSG00000009281	Rarres2	protein_coding	102
ENSMUSG00000027559	Car3	protein_coding	102
ENSMUSG00000021765	Fst	protein_coding	102
ENSMUSG00000021939	Ctsb	protein_coding	102
ENSMUSG00000050410	Tcf19	protein_coding	102
ENSMUSG00000027996	Sfrp2	protein_coding	102
ENSMUSG00000001029	Icam2	protein_coding	102
ENSMUSG00000042485	Mustn1	protein_coding	101
ENSMUSG00000070436	Serpinh1	protein_coding	101
ENSMUSG00000029752	Asns	protein_coding	101
ENSMUSG00000030103	Bhlhe40	protein_coding	101
ENSMUSG00000026473	Glul	protein_coding	101
ENSMUSG00000030605	Mfge8	protein_coding	101
ENSMUSG00000000805	Car4	protein_coding	101
ENSMUSG00000031503	Col4a2	protein_coding	101
ENSMUSG00000018819	Lsp1	protein_coding	101
ENSMUSG00000013584	Aldh1a2	protein_coding	101
ENSMUSG00000020120	Plek	protein_coding	101
ENSMUSG00000003617	Cp	protein_coding	101
ENSMUSG00000024399	Ltb	protein_coding	101
ENSMUSG00000025810	Nrp1	protein_coding	100
ENSMUSG00000030107	Usp18	protein_coding	100
ENSMUSG00000089929	Bcl2a1b	protein_coding	100
ENSMUSG00000056888	Glipr1	protein_coding	100
ENSMUSG00000001930	Vwf	protein_coding	100
ENSMUSG00000015619	Gata3	protein_coding	100
ENSMUSG00000045763	Basp1	protein_coding	100
ENSMUSG00000033022	Cdo1	protein_coding	100
ENSMUSG00000025784	Clec3b	protein_coding	100
ENSMUSG00000050777	Tmem37	protein_coding	100
ENSMUSG00000028339	Col15a1	protein_coding	100
ENSMUSG00000062248	Cks2	protein_coding	100
ENSMUSG00000030669	Calca	protein_coding	100
ENSMUSG00000053279	Aldh1a1	protein_coding	100
ENSMUSG00000017466	Timp2	protein_coding	100
ENSMUSG00000021388	Aspn	protein_coding	100
ENSMUSG00000040552	C3ar1	protein_coding	99
ENSMUSG00000037868	Egr2	protein_coding	99
ENSMUSG00000028494	Plin2	protein_coding	99
ENSMUSG00000023064	Sncg	protein_coding	99
ENSMUSG00000054196	Cthrc1	protein_coding	99
ENSMUSG00000055044	Pdlim1	protein_coding	99
ENSMUSG00000001435	Col18a1	protein_coding	99
ENSMUSG00000027331	Knstrn	protein_coding	99
ENSMUSG00000019850	Tnfaip3	protein_coding	99
ENSMUSG00000003379	Cd79a	protein_coding	99
ENSMUSG00000032359	Ctsh	protein_coding	99
ENSMUSG00000066705	Fxyd6	protein_coding	99
ENSMUSG00000017737	Mmp9	protein_coding	98
ENSMUSG00000024353	Mzb1	protein_coding	98
ENSMUSG00000036390	Gadd45a	protein_coding	98
ENSMUSG00000037379	Spon2	protein_coding	98
ENSMUSG00000069763	Tmem100	protein_coding	98
ENSMUSG00000026208	Des	protein_coding	98
ENSMUSG00000025574	Tk1	protein_coding	98
ENSMUSG00000030413	Pglyrp1	protein_coding	98
ENSMUSG00000053310	Nrgn	protein_coding	98
ENSMUSG00000070473	Cldn3	protein_coding	98
ENSMUSG00000041559	Fmod	protein_coding	98
ENSMUSG00000038370	Pcp4l1	protein_coding	98
ENSMUSG00000059430	Actg2	protein_coding	98
ENSMUSG00000015053	Gata2	protein_coding	98
ENSMUSG00000018362	Kpna2	protein_coding	97
ENSMUSG00000020363	Gfpt2	protein_coding	97
ENSMUSG00000023039	Krt7	protein_coding	97
ENSMUSG00000028766	Alpl	protein_coding	97
ENSMUSG00000008136	Fhl2	protein_coding	97
ENSMUSG00000003032	Klf4	protein_coding	97
ENSMUSG00000003477	Inmt	protein_coding	97
ENSMUSG00000032011	Thy1	protein_coding	97
ENSMUSG00000062380	Tubb3	protein_coding	97
ENSMUSG00000025161	Slc16a3	protein_coding	97
ENSMUSG00000054675	Tmem119	protein_coding	97
ENSMUSG00000022371	Col14a1	protein_coding	97
ENSMUSG00000015354	Pcolce2	protein_coding	97
ENSMUSG00000026814	Eng	protein_coding	97
ENSMUSG00000070803	Cited4	protein_coding	97
ENSMUSG00000001281	Itgb7	protein_coding	97
ENSMUSG00000003420	Fcgrt	protein_coding	97
ENSMUSG00000019851	Perp	protein_coding	96
ENSMUSG00000027469	Tpx2	protein_coding	96
ENSMUSG00000004730	Adgre1	protein_coding	96
ENSMUSG00000023015	Racgap1	protein_coding	96
ENSMUSG00000022132	Cldn10	protein_coding	96
ENSMUSG00000029096	Htra3	protein_coding	96
ENSMUSG00000020388	Pdlim4	protein_coding	96
ENSMUSG00000020808	Pimreg	protein_coding	96
ENSMUSG00000030867	Plk1	protein_coding	96
ENSMUSG00000051379	Flrt3	protein_coding	96
ENSMUSG00000031871	Cdh5	protein_coding	96
ENSMUSG00000074063	Osgin1	protein_coding	96
ENSMUSG00000030742	Lat	protein_coding	96
ENSMUSG00000048583	Igf2	protein_coding	96
ENSMUSG00000005087	Cd44	protein_coding	96
ENSMUSG00000048572	Tmem252	protein_coding	96
ENSMUSG00000001119	Col6a1	protein_coding	95
ENSMUSG00000018830	Myh11	protein_coding	95
ENSMUSG00000032766	Gng11	protein_coding	95
ENSMUSG00000026574	Dpt	protein_coding	95
ENSMUSG00000028063	Lmna	protein_coding	95
ENSMUSG00000002033	Cd3g	protein_coding	95
ENSMUSG00000025279	Dnase1l3	protein_coding	95
ENSMUSG00000028044	Cks1b	protein_coding	95
ENSMUSG00000050953	Gja1	protein_coding	95
ENSMUSG00000040809	Chil3	protein_coding	95
ENSMUSG00000056492	Adgrf5	protein_coding	95
ENSMUSG00000041445	Mmrn2	protein_coding	95
ENSMUSG00000028031	Dkk2	protein_coding	95
ENSMUSG00000005470	Asf1b	protein_coding	94
ENSMUSG00000056973	Ces1d	protein_coding	94
ENSMUSG00000023132	Gzma	protein_coding	94
ENSMUSG00000002504	Nherf2	protein_coding	94
ENSMUSG00000048521	Cxcr6	protein_coding	94
ENSMUSG00000038530	Rgs4	protein_coding	94
ENSMUSG00000020473	Aebp1	protein_coding	94
ENSMUSG00000030142	Clec4e	protein_coding	94
ENSMUSG00000024907	Gal	protein_coding	94
ENSMUSG00000028713	Cyp4b1	protein_coding	94
ENSMUSG00000050370	Ch25h	protein_coding	94
ENSMUSG00000025804	Ccr1	protein_coding	94
ENSMUSG00000011179	Odc1	protein_coding	94
ENSMUSG00000026202	Tuba4a	protein_coding	94
ENSMUSG00000068196	Col8a1	protein_coding	94
ENSMUSG00000015437	Gzmb	protein_coding	94
ENSMUSG00000026875	Traf1	protein_coding	94
ENSMUSG00000029761	Cald1	protein_coding	93
ENSMUSG00000041959	S100a10	protein_coding	93
ENSMUSG00000042379	Esm1	protein_coding	93
ENSMUSG00000019987	Arg1	protein_coding	93
ENSMUSG00000020407	Upp1	protein_coding	93
ENSMUSG00000028965	Tnfrsf9	protein_coding	93
ENSMUSG00000027496	Aurka	protein_coding	93
ENSMUSG00000024338	Psmb8	protein_coding	93
ENSMUSG00000019278	Dpep1	protein_coding	93
ENSMUSG00000025068	Gsto1	protein_coding	93
ENSMUSG00000025902	Sox17	protein_coding	93
ENSMUSG00000043421	Hilpda	protein_coding	93
ENSMUSG00000045502	Hcar2	protein_coding	93
ENSMUSG00000019505	Ubb	protein_coding	93
ENSMUSG00000030677	Kif22	protein_coding	93
ENSMUSG00000032254	Kif23	protein_coding	93
ENSMUSG00000046733	Gprc5a	protein_coding	92
ENSMUSG00000019960	Dusp6	protein_coding	92
ENSMUSG00000026864	Hspa5	protein_coding	92
ENSMUSG00000024401	Tnf	protein_coding	92
ENSMUSG00000057604	Lmcd1	protein_coding	92
ENSMUSG00000042834	Nrep	protein_coding	92
ENSMUSG00000022951	Rcan1	protein_coding	92
ENSMUSG00000030785	Cox6a2	protein_coding	92
ENSMUSG00000072941	Sod3	protein_coding	92
ENSMUSG00000033213	AA467197	protein_coding	92
ENSMUSG00000032076	Cadm1	protein_coding	92
ENSMUSG00000002289	Angptl4	protein_coding	92
ENSMUSG00000025498	Irf7	protein_coding	92
ENSMUSG00000036533	Cdc42ep3	protein_coding	92
ENSMUSG00000031841	Cdh13	protein_coding	91
ENSMUSG00000004814	Ccl24	protein_coding	91
ENSMUSG00000009145	Dqx1	protein_coding	91
ENSMUSG00000037894	H2az1	protein_coding	91
ENSMUSG00000023885	Thbs2	protein_coding	91
ENSMUSG00000009185	Ccl8	protein_coding	91
ENSMUSG00000040856	Dlk1	protein_coding	91
ENSMUSG00000024014	Pim1	protein_coding	91
ENSMUSG00000035352	Ccl12	protein_coding	91
ENSMUSG00000035356	Nfkbiz	protein_coding	91
ENSMUSG00000031980	Agt	protein_coding	91
ENSMUSG00000020241	Col6a2	protein_coding	91
ENSMUSG00000024910	Ctsw	protein_coding	91
ENSMUSG00000030149	Klrk1	protein_coding	91
ENSMUSG00000020186	Csrp2	protein_coding	91
ENSMUSG00000034205	Loxl2	protein_coding	91
ENSMUSG00000001627	Ifrd1	protein_coding	91
ENSMUSG00000026547	Tagln2	protein_coding	91
ENSMUSG00000054404	Slfn5	protein_coding	91
ENSMUSG00000031342	Gpm6b	protein_coding	91
ENSMUSG00000090877	Hspa1b	protein_coding	91
ENSMUSG00000044468	Tent5c	protein_coding	91
ENSMUSG00000044338	Aplnr	protein_coding	91
ENSMUSG00000021319	Sfrp4	protein_coding	91
ENSMUSG00000021091	Serpina3n	protein_coding	90
ENSMUSG00000021087	Rtn1	protein_coding	90
ENSMUSG00000056501	Cebpb	protein_coding	90
ENSMUSG00000051397	Tacstd2	protein_coding	90
ENSMUSG00000026421	Csrp1	protein_coding	90
ENSMUSG00000051314	Ffar2	protein_coding	90
ENSMUSG00000090698	Apold1	protein_coding	90
ENSMUSG00000000409	Lck	protein_coding	90
ENSMUSG00000030654	Arl6ip1	protein_coding	90
ENSMUSG00000014599	Csf1	protein_coding	90
ENSMUSG00000031740	Mmp2	protein_coding	90
ENSMUSG00000021759	Plpp1	protein_coding	90
ENSMUSG00000048126	Col6a3	protein_coding	90
ENSMUSG00000008845	Cd163	protein_coding	90
ENSMUSG00000008193	Spib	protein_coding	90
ENSMUSG00000004665	Cnn2	protein_coding	90
ENSMUSG00000040605	Bace2	protein_coding	90
ENSMUSG00000005397	Nid1	protein_coding	90
ENSMUSG00000045092	S1pr1	protein_coding	90
ENSMUSG00000001349	Cnn1	protein_coding	89
ENSMUSG00000027435	Cd93	protein_coding	89
ENSMUSG00000027907	S100a11	protein_coding	89
ENSMUSG00000035000	Dpp4	protein_coding	89
ENSMUSG00000026042	Col5a2	protein_coding	89
