harmonized_id	symbol	biotype	n_datasets_hvg	why_unmapped
ENSMUSG00000032463	Faim	protein_coding	13	no ortholog in the table
ENSMUSG00000073243	Gm9	protein_coding	13	no ortholog in the table
ENSMUSG00000043644	0610009L18Rik	lncRNA	13	no ortholog in the table
ENSMUSG00000097125	Gm26885	lncRNA	13	no ortholog in the table
ENSMUSG00000068457	Uty	protein_coding	13	no ortholog in the table
ENSMUSG00000051113	Garin5a	protein_coding	13	no ortholog in the table
ENSMUSG00000044081	Zfp85os	lncRNA	13	no ortholog in the table
ENSMUSG00000072625	Gdf2	protein_coding	13	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000072592	Gm10373	lncRNA	13	no ortholog in the table
ENSMUSG00000096971	4930556M19Rik	lncRNA	13	no ortholog in the table
ENSMUSG00000042212	Sprr2d	protein_coding	13	no ortholog in the table
ENSMUSG00000086446	Prkag2os1	lncRNA	13	no ortholog in the table
ENSMUSG00000096929	A330023F24Rik	lncRNA	13	no ortholog in the table
ENSMUSG00000071716	Apol7e	protein_coding	13	no ortholog in the table
ENSMUSG00000044863	Defb36	protein_coding	13	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000050612	Txndc2	protein_coding	13	no ortholog in the table
ENSMUSG00000067206	Lrrc66	protein_coding	13	no ortholog in the table
ENSMUSG00000096696	Zfp960	protein_coding	13	no ortholog in the table
ENSMUSG00000097466	D430036J16Rik	lncRNA	13	no ortholog in the table
ENSMUSG00000097534	Gm16675	lncRNA	13	no ortholog in the table
ENSMUSG00000096525	Gm2663	protein_coding	13	no ortholog in the table
ENSMUSG00000144194	4933421O10Rik	lncRNA	13	no ortholog in the table
MGI:1096399	Vamp7	protein_coding	13	no Ensembl id (MGI/HGNC accession): not in the ortholog table
ENSMUSG00000086843	E030013I19Rik	lncRNA	13	no ortholog in the table
ENSMUSG00000086784	Isoc2a	protein_coding	13	no ortholog in the table
ENSMUSG00000024174	Pot1b	protein_coding	13	no ortholog in the table
ENSMUSG00000024154	Gtf2a1l	protein_coding	13	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000074127	Cmtm2a	protein_coding	13	no ortholog in the table
ENSMUSG00000040824	Snrpd2	protein_coding	13	no ortholog in the table
ENSMUSG00000034151	Zbbx	protein_coding	13	no ortholog in the table
ENSMUSG00000045968	Teddm2	protein_coding	13	no ortholog in the table
ENSMUSG00000034173	Zbed5	protein_coding	13	no ortholog in the table
ENSMUSG00000078942	Naip6	protein_coding	13	no ortholog in the table
ENSMUSG00000087166	L1td1	protein_coding	13	no ortholog in the table
ENSMUSG00000022366	Slc22a22	protein_coding	13	no ortholog in the table
ENSMUSG00000074385	Gm10684	lncRNA	13	no ortholog in the table
ENSMUSG00000074384	AI429214	protein_coding	13	no ortholog in the table
ENSMUSG00000110874	D030045P18Rik	lncRNA	13	no ortholog in the table
ENSMUSG00000101856	1700096K18Rik	lncRNA	13	no ortholog in the table
ENSMUSG00000087368	BC065397	lncRNA	13	no ortholog in the table
ENSMUSG00000013083	2200002J24Rik	protein_coding	13	no ortholog in the table
ENSMUSG00000060613	Cyp2c70	protein_coding	13	no ortholog in the table
ENSMUSG00000087406	E130215H24Rik	lncRNA	13	no ortholog in the table
ENSMUSG00000087590	Epb41l4aos	lncRNA	13	no ortholog in the table
ENSMUSG00000046711	Hmga1	protein_coding	13	no ortholog in the table
ENSMUSG00000060715	1700019A02Rik	protein_coding	13	no ortholog in the table
ENSMUSG00000024459	H2-M5	protein_coding	13	no ortholog in the table
ENSMUSG00000024474	Ik	protein_coding	13	no ortholog in the table
ENSMUSG00000049357	Brd8dc	protein_coding	13	no ortholog in the table
ENSMUSG00000049565	Aknad1	protein_coding	13	no ortholog in the table
ENSMUSG00000049511	Htr1b	protein_coding	13	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000029736	Nobox	protein_coding	13	no ortholog in the table
ENSMUSG00000124381	Gm16907	lncRNA	13	no ortholog in the table
ENSMUSG00000098008	A930001A20Rik	lncRNA	13	no ortholog in the table
ENSMUSG00000055691	Gja6	protein_coding	13	no ortholog in the table
ENSMUSG00000100916	Lhb	protein_coding	13	no ortholog in the table
ENSMUSG00000100975	Gm28875	lncRNA	13	no ortholog in the table
ENSMUSG00000101089	2610016A17Rik	lncRNA	13	no ortholog in the table
ENSMUSG00000054757	Akr1c20	protein_coding	13	no ortholog in the table
ENSMUSG00000054622	D730045B01Rik	lncRNA	13	no ortholog in the table
ENSMUSG00000058908	Pla2g2a	protein_coding	13	no ortholog in the table
ENSMUSG00000038768	Degs1l	protein_coding	13	no ortholog in the table
ENSMUSG00000063714	Sp3os	lncRNA	13	no ortholog in the table
ENSMUSG00000110140	5430421F17Rik	lncRNA	13	no ortholog in the table
ENSMUSG00000110332	Gm19935	protein_coding	13	no ortholog in the table
ENSMUSG00000100691	2010320M18Rik	lncRNA	13	no ortholog in the table
ENSMUSG00000091586	Cyp4f17	protein_coding	13	no ortholog in the table
ENSMUSG00000090356	Teddm3	protein_coding	13	no ortholog in the table
ENSMUSG00000048699	Krt90	protein_coding	13	no ortholog in the table
ENSMUSG00000076614	Ighg1	IG_C_gene	13	no ortholog in the table
ENSMUSG00000100150	Gm19585	lncRNA	13	no ortholog in the table
ENSMUSG00000100254	Trpc2	protein_coding	13	no ortholog in the table
ENSMUSG00000100335	2310008N11Rik	lncRNA	13	no ortholog in the table
ENSMUSG00000048478	Spata33	protein_coding	13	no ortholog in the table
ENSMUSG00000028946	Hes3	protein_coding	13	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000037482	Erv3	protein_coding	13	no ortholog in the table
ENSMUSG00000085024	C230035I16Rik	lncRNA	13	no ortholog in the table
ENSMUSG00000031621	Isx	protein_coding	13	no ortholog in the table
ENSMUSG00000020600	Slc7a15	protein_coding	13	no ortholog in the table
ENSMUSG00000052749	Trim30b	protein_coding	13	no ortholog in the table
ENSMUSG00000085169	Gm10785	lncRNA	13	no ortholog in the table
ENSMUSG00000062783	Csprs	protein_coding	13	no ortholog in the table
ENSMUSG00000106738	Gm5	lncRNA	13	no ortholog in the table
ENSMUSG00000107667	C530044C16Rik	lncRNA	13	no ortholog in the table
MGI:2443565	D830046C22Rik	lncRNA	12	no Ensembl id (MGI/HGNC accession): not in the ortholog table
ENSMUSG00000097440	Gm6277	lncRNA	12	no ortholog in the table
ENSMUSG00000111767	4930546K05Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000043050	Tnp2	protein_coding	12	no ortholog in the table
ENSMUSG00000042854	Trp53rkb	protein_coding	12	no ortholog in the table
ENSMUSG00000105331	Gm29865	lncRNA	12	no ortholog in the table
ENSMUSG00000023120	Ldc1	protein_coding	12	no ortholog in the table
ENSMUSG00000052520	Cyp2j5	protein_coding	12	no ortholog in the table
ENSMUSG00000105789	Gm42997	lncRNA	12	no ortholog in the table
ENSMUSG00000109841	E330011O21Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000110101	Gm6249	lncRNA	12	no ortholog in the table
ENSMUSG00000099632	2900093K20Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000037913	Tmem156	protein_coding	12	no ortholog in the table
ENSMUSG00000090891	D6Ertd527e	lncRNA	12	no ortholog in the table
ENSMUSG00000059606	Rnase2b	protein_coding	12	no ortholog in the table
ENSMUSG00000066880	Zfp617	protein_coding	12	no ortholog in the table
ENSMUSG00000037974	Muc5ac	protein_coding	12	no ortholog in the table
ENSMUSG00000100084	2310068J16Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000100094	1810008I18Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000048455	Sprr1b	protein_coding	12	no ortholog in the table
ENSMUSG00000047940	Stpg2	protein_coding	12	no ortholog in the table
ENSMUSG00000090260	2810442N19Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000100625	1700016G22Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000090622	A930033H14Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000059639	Clec4a4	protein_coding	12	no ortholog in the table
ENSMUSG00000029092	D5Ertd615e	lncRNA	12	no ortholog in the table
ENSMUSG00000099269	Calm5	protein_coding	12	no ortholog in the table
ENSMUSG00000099370	Platr10	lncRNA	12	no ortholog in the table
ENSMUSG00000070583	Fv1	protein_coding	12	no ortholog in the table
ENSMUSG00000070605	Zfp992	protein_coding	12	no ortholog in the table
ENSMUSG00000060034	Ctf2	protein_coding	12	no ortholog in the table
ENSMUSG00000029227	Fip1l1	protein_coding	12	no ortholog in the table
ENSMUSG00000091736	Yy2	protein_coding	12	no ortholog in the table
ENSMUSG00000091794	Vmn2r18	protein_coding	12	no ortholog in the table
ENSMUSG00000048827	Pkd1l3	protein_coding	12	no ortholog in the table
ENSMUSG00000048938	Nr1h5	protein_coding	12	no ortholog in the table
ENSMUSG00000090120	A730090N16Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000000948	Gm38393	protein_coding	12	no ortholog in the table
ENSMUSG00000110419	AW046200	lncRNA	12	no ortholog in the table
ENSMUSG00000091844	Ccdc168	protein_coding	12	no ortholog in the table
ENSMUSG00000117655	6720468P15Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000070811	Sult2a2	protein_coding	12	no ortholog in the table
ENSMUSG00000060244	Alyref2	protein_coding	12	no ortholog in the table
ENSMUSG00000078597	Cyp4a12b	protein_coding	12	no ortholog in the table
ENSMUSG00000035861	Tmprss11b	protein_coding	12	no ortholog in the table
ENSMUSG00000090063	Dlx6os1	lncRNA	12	no ortholog in the table
ENSMUSG00000024512	Dynap	protein_coding	12	no ortholog in the table
ENSMUSG00000100937	Nscme3l	protein_coding	12	no ortholog in the table
ENSMUSG00000109697	Gm34030	lncRNA	12	no ortholog in the table
ENSMUSG00000078630	Tomt	protein_coding	12	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000098682	Otx2os1	lncRNA	12	no ortholog in the table
ENSMUSG00000092368	A930015D03Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000027857	Tshb	protein_coding	12	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000029720	Gm20605	protein_coding	12	no ortholog in the table
ENSMUSG00000121484	Serpina3h	lncRNA	12	no ortholog in the table
ENSMUSG00000098088	Gm26916	lncRNA	12	no ortholog in the table
ENSMUSG00000093565	Rab26os	lncRNA	12	no ortholog in the table
ENSMUSG00000074521	Zfp1003	protein_coding	12	no ortholog in the table
ENSMUSG00000049719	Prss46	protein_coding	12	no ortholog in the table
ENSMUSG00000087373	Gm15892	lncRNA	12	no ortholog in the table
ENSMUSG00000087380	2210408F21Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000087547	Platr27	lncRNA	12	no ortholog in the table
ENSMUSG00000058163	Gm5431	protein_coding	12	no ortholog in the table
ENSMUSG00000074435	Smcp	protein_coding	12	no ortholog in the table
ENSMUSG00000097787	Sgms1os1	lncRNA	12	no ortholog in the table
ENSMUSG00000069830	Nlrp1a	protein_coding	12	no ortholog in the table
ENSMUSG00000069733	Ube2u	protein_coding	12	no ortholog in the table
ENSMUSG00000097779	4833407H14Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000097781	9330136K24Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000055833	1700034H15Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000030155	Clec2e	protein_coding	12	no ortholog in the table
ENSMUSG00000078905	Gm14393	protein_coding	12	no ortholog in the table
ENSMUSG00000063600	Egfem1	protein_coding	12	no ortholog in the table
ENSMUSG00000078902	Gm14443	protein_coding	12	no ortholog in the table
ENSMUSG00000040328	Or2v1	protein_coding	12	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000116933	Atp5po	protein_coding	12	no ortholog in the table
ENSMUSG00000055937	Krt28	protein_coding	12	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000045876	Pcdhb8	protein_coding	12	no ortholog in the table
ENSMUSG00000030378	Sult2a8	protein_coding	12	no ortholog in the table
ENSMUSG00000087143	A830082K12Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000087174	5530601H04Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000045493	Bhlhe23	protein_coding	12	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000058046	4933430I17Rik	protein_coding	12	no ortholog in the table
ENSMUSG00000054426	A930005H10Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000045378	Pxt1	protein_coding	12	no ortholog in the table
ENSMUSG00000096655	1700065D16Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000141477	9530027J09Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000079177	Fam228a	protein_coding	12	no ortholog in the table
ENSMUSG00000086799	4930502E09Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000086825	Gm15675	lncRNA	12	no ortholog in the table
ENSMUSG00000033731	3300002A11Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000030753	Thap12	protein_coding	12	no ortholog in the table
ENSMUSG00000026729	4930562F07Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000073658	Crygb	protein_coding	12	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000057417	Dcpp3	protein_coding	12	no ortholog in the table
ENSMUSG00000050765	Gm5084	lncRNA	12	no ortholog in the table
ENSMUSG00000072423	Psmb11	protein_coding	12	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000096950	Gm9530	lncRNA	12	no ortholog in the table
ENSMUSG00000021210	Akr1c6	protein_coding	12	no ortholog in the table
ENSMUSG00000086644	Gm13470	lncRNA	12	no ortholog in the table
ENSMUSG00000086682	Gm16023	lncRNA	12	no ortholog in the table
ENSMUSG00000086706	Gm15848	lncRNA	12	no ortholog in the table
ENSMUSG00000044145	1810024B03Rik	protein_coding	12	no ortholog in the table
ENSMUSG00000097003	D930007P13Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000086537	Gnasas1	lncRNA	12	no ortholog in the table
ENSMUSG00000030877	Mfsd13b	protein_coding	12	no ortholog in the table
ENSMUSG00000024105	Themis3	protein_coding	12	no ortholog in the table
ENSMUSG00000103114	Gm32200	lncRNA	12	no ortholog in the table
ENSMUSG00000066071	Cyp4a12a	protein_coding	12	no ortholog in the table
ENSMUSG00000042386	Tex13b	protein_coding	12	no ortholog in the table
ENSMUSG00000097098	9330111N05Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000051671	Coa6	protein_coding	12	no ortholog in the table
ENSMUSG00000067529	Or4d11	protein_coding	12	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000043747	Grep1	protein_coding	12	no ortholog in the table
ENSMUSG00000056508	1700001K19Rik	protein_coding	12	no ortholog in the table
ENSMUSG00000073293	Nudt10	protein_coding	12	no ortholog in the table
ENSMUSG00000097156	Gm3764	lncRNA	12	no ortholog in the table
ENSMUSG00000015001	Oc90	protein_coding	12	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000086247	Gm15787	lncRNA	12	no ortholog in the table
ENSMUSG00000068349	Gml	protein_coding	12	no ortholog in the table
ENSMUSG00000105039	Gm32585	lncRNA	12	no ortholog in the table
ENSMUSG00000105265	Sox2ot	lncRNA	12	no ortholog in the table
ENSMUSG00000086026	Gm12374	lncRNA	12	no ortholog in the table
ENSMUSG00000032504	Pdcd6ip	protein_coding	12	no ortholog in the table
ENSMUSG00000072884	Gm10433	lncRNA	12	no ortholog in the table
ENSMUSG00000105891	A230001M10Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000031509	Spaca7b	protein_coding	12	no ortholog in the table
ENSMUSG00000016493	Cd46	protein_coding	12	no ortholog in the table
ENSMUSG00000085925	Rtl1	protein_coding	12	no ortholog in the table
ENSMUSG00000079666	Pttg1ip2	protein_coding	12	no ortholog in the table
ENSMUSG00000097163	BC051077	lncRNA	12	no ortholog in the table
ENSMUSG00000108207	1810059H22Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000106515	Gm30382	lncRNA	12	no ortholog in the table
ENSMUSG00000085604	Dhx58os	lncRNA	12	no ortholog in the table
ENSMUSG00000085628	Appbp2os	lncRNA	12	no ortholog in the table
ENSMUSG00000085562	2610028E06Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000105283	Gm33370	lncRNA	12	no ortholog in the table
ENSMUSG00000056738	A730036I17Rik	lncRNA	12	no ortholog in the table
ENSMUSG00000075297	H60b	protein_coding	12	no ortholog in the table
ENSMUSG00000062961	Ccdc177	protein_coding	12	ortholog(s) exist but none is in the other vocabulary
MGI:1917047	1600029I14Rik	lncRNA	11	no Ensembl id (MGI/HGNC accession): not in the ortholog table
ENSMUSG00000021056	Tex21	protein_coding	11	no ortholog in the table
MGI:2144169	AI450353	lncRNA	11	no Ensembl id (MGI/HGNC accession): not in the ortholog table
MGI:3642353	Gm15440	protein_coding	11	no Ensembl id (MGI/HGNC accession): not in the ortholog table
ENSMUSG00000044122	Proca1	protein_coding	11	no ortholog in the table
ENSMUSG00000071519	Prss3	protein_coding	11	no ortholog in the table
ENSMUSG00000045569	Mc2r	protein_coding	11	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000116220	A430088P11Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000061991	H2ac10	protein_coding	11	no ortholog in the table
ENSMUSG00000117401	4833419F23Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000118038	Gm9895	lncRNA	11	no ortholog in the table
ENSMUSG00000021791	Dydc2	protein_coding	11	no ortholog in the table
ENSMUSG00000020712	Tcam1	protein_coding	11	no ortholog in the table
ENSMUSG00000045928	4933440M02Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000073077	Cfap47	protein_coding	11	no ortholog in the table
ENSMUSG00000073144	4930599N23Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000073154	9330158H04Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000061540	Orm2	protein_coding	11	no ortholog in the table
ENSMUSG00000073386	Trem5	protein_coding	11	no ortholog in the table
ENSMUSG00000042248	Cyp2c37	protein_coding	11	no ortholog in the table
ENSMUSG00000006462	A530013C23Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000006395	Hyi	protein_coding	11	no ortholog in the table
ENSMUSG00000041359	Tcl1	protein_coding	11	no ortholog in the table
ENSMUSG00000107011	Gm42906	protein_coding	11	no ortholog in the table
ENSMUSG00000107728	Gm38910	lncRNA	11	no ortholog in the table
ENSMUSG00000108949	Gm45069	lncRNA	11	no ortholog in the table
ENSMUSG00000109097	Gm29683	lncRNA	11	no ortholog in the table
ENSMUSG00000105387	Gm29681	lncRNA	11	no ortholog in the table
ENSMUSG00000105703	Gm43305	lncRNA	11	no ortholog in the table
ENSMUSG00000106019	Gm43672	lncRNA	11	no ortholog in the table
ENSMUSG00000060404	Or2w1b	protein_coding	11	no ortholog in the table
ENSMUSG00000060311	Mucl1	protein_coding	11	no ortholog in the table
ENSMUSG00000106317	Gm43848	lncRNA	11	no ortholog in the table
ENSMUSG00000106464	C130083M11Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000106909	Gm43122	lncRNA	11	no ortholog in the table
ENSMUSG00000106951	5930430L01Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000020514	Mrpl22	protein_coding	11	no ortholog in the table
ENSMUSG00000070980	Actl7b	protein_coding	11	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000040163	1700034J05Rik	protein_coding	11	no ortholog in the table
ENSMUSG00000074281	Gm12522	lncRNA	11	no ortholog in the table
ENSMUSG00000074284	Gm10658	lncRNA	11	no ortholog in the table
ENSMUSG00000102674	8030442B05Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000047129	1700113H08Rik	protein_coding	11	no ortholog in the table
ENSMUSG00000039492	Ccdc27	protein_coding	11	no ortholog in the table
ENSMUSG00000101026	Ly6g6g	protein_coding	11	no ortholog in the table
ENSMUSG00000101365	Gm19325	lncRNA	11	no ortholog in the table
ENSMUSG00000101895	Gm28981	lncRNA	11	no ortholog in the table
ENSMUSG00000074646	6430550D23Rik	protein_coding	11	no ortholog in the table
ENSMUSG00000039013	Siglecf	protein_coding	11	no ortholog in the table
ENSMUSG00000100009	Gm7967	lncRNA	11	no ortholog in the table
ENSMUSG00000058398	Prss43	protein_coding	11	no ortholog in the table
ENSMUSG00000100210	H3c7	protein_coding	11	no ortholog in the table
ENSMUSG00000020401	Garin3	protein_coding	11	no ortholog in the table
ENSMUSG00000100666	1700007F19Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000070690	Albfm1	protein_coding	11	no ortholog in the table
ENSMUSG00000064194	Zfp936	protein_coding	11	no ortholog in the table
ENSMUSG00000058351	Uqcc5	protein_coding	11	no ortholog in the table
ENSMUSG00000099061	Gm28050	lncRNA	11	no ortholog in the table
ENSMUSG00000099966	2810402E24Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000024766	Lipo3	protein_coding	11	no ortholog in the table
ENSMUSG00000024767	Otub1	protein_coding	11	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000098098	Bvht	lncRNA	11	no ortholog in the table
ENSMUSG00000098120	Gm5914	lncRNA	11	no ortholog in the table
ENSMUSG00000025004	Cyp2c40	protein_coding	11	no ortholog in the table
ENSMUSG00000075184	F930017D23Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000038015	Prm2	protein_coding	11	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000009596	Taf7l	protein_coding	11	no ortholog in the table
ENSMUSG00000057534	Elobl	protein_coding	11	no ortholog in the table
ENSMUSG00000097888	Gm26682	lncRNA	11	no ortholog in the table
ENSMUSG00000097899	Gm16894	lncRNA	11	no ortholog in the table
ENSMUSG00000075605	Slurp2	protein_coding	11	no ortholog in the table
ENSMUSG00000097493	9930014A18Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000097494	4933406C10Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000097639	Platr4	lncRNA	11	no ortholog in the table
ENSMUSG00000048473	Sult6b2	protein_coding	11	no ortholog in the table
ENSMUSG00000070332	Trim80	protein_coding	11	no ortholog in the table
ENSMUSG00000036036	Zfp57	protein_coding	11	no ortholog in the table
ENSMUSG00000097321	1700028E10Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000097324	Carmn	lncRNA	11	no ortholog in the table
ENSMUSG00000097413	A830052D11Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000097415	AU020206	lncRNA	11	no ortholog in the table
ENSMUSG00000078515	Ddi2	protein_coding	11	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000035811	Ugt2b35	protein_coding	11	no ortholog in the table
ENSMUSG00000035491	Fthl17a	protein_coding	11	no ortholog in the table
ENSMUSG00000056423	Uts2b	protein_coding	11	no ortholog in the table
ENSMUSG00000097073	9430037G07Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000097075	Cdiptos	protein_coding	11	no ortholog in the table
ENSMUSG00000078868	Gm14412	protein_coding	11	no ortholog in the table
ENSMUSG00000078925	D030018L15Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000013338	Fer1l4	protein_coding	11	no ortholog in the table
ENSMUSG00000069892	9930111J21Rik2	protein_coding	11	no ortholog in the table
ENSMUSG00000079009	Zfp1004	protein_coding	11	no ortholog in the table
ENSMUSG00000079025	Gsdmc	protein_coding	11	no ortholog in the table
ENSMUSG00000079049	Serpinb1c	protein_coding	11	no ortholog in the table
ENSMUSG00000003053	Cyp2c29	protein_coding	11	no ortholog in the table
ENSMUSG00000097040	2610316D01Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000097069	Gm16998	lncRNA	11	no ortholog in the table
ENSMUSG00000033737	Fndc3c1	protein_coding	11	no ortholog in the table
ENSMUSG00000004540	Psg17	protein_coding	11	no ortholog in the table
ENSMUSG00000096549	Prickle4	protein_coding	11	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000055811	Cldn17	protein_coding	11	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000055555	Ct55	protein_coding	11	no ortholog in the table
ENSMUSG00000096768	Erdr1y	lncRNA	11	no ortholog in the table
ENSMUSG00000066760	Psg16	protein_coding	11	no ortholog in the table
ENSMUSG00000079427	Mthfsl	protein_coding	11	no ortholog in the table
ENSMUSG00000032999	Nlrp4f	protein_coding	11	no ortholog in the table
ENSMUSG00000079457	Gm7609	protein_coding	11	no ortholog in the table
ENSMUSG00000094002	Silc1	lncRNA	11	no ortholog in the table
ENSMUSG00000067028	Cntnap5b	protein_coding	11	no ortholog in the table
ENSMUSG00000055030	Sprr2e	protein_coding	11	no ortholog in the table
ENSMUSG00000094447	9430069I07Rik	protein_coding	11	no ortholog in the table
ENSMUSG00000093789	Methig1	protein_coding	11	no ortholog in the table
ENSMUSG00000069268	H2bc7	protein_coding	11	no ortholog in the table
ENSMUSG00000069302	H2ac12	protein_coding	11	no ortholog in the table
ENSMUSG00000069306	H4c17	protein_coding	11	no ortholog in the table
ENSMUSG00000079580	Tmem217	protein_coding	11	no ortholog in the table
ENSMUSG00000019173	Rab5c	protein_coding	11	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000092564	BC051226	lncRNA	11	no ortholog in the table
ENSMUSG00000092570	Plut	lncRNA	11	no ortholog in the table
ENSMUSG00000082932	Cyp2j8	protein_coding	11	no ortholog in the table
ENSMUSG00000084844	Hoxb3os	lncRNA	11	no ortholog in the table
ENSMUSG00000084938	BB557941	lncRNA	11	no ortholog in the table
ENSMUSG00000068962	Zfp114	protein_coding	11	no ortholog in the table
ENSMUSG00000085175	Gm11423	lncRNA	11	no ortholog in the table
ENSMUSG00000085316	D330050G23Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000085354	Gm2044	lncRNA	11	no ortholog in the table
ENSMUSG00000054128	H2-T3	protein_coding	11	no ortholog in the table
ENSMUSG00000028396	2310002L09Rik	protein_coding	11	no ortholog in the table
ENSMUSG00000085498	Gm14023	lncRNA	11	no ortholog in the table
ENSMUSG00000085615	A330035P11Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000091050	9330020H09Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000085675	Gm12022	lncRNA	11	no ortholog in the table
ENSMUSG00000085757	Tslrn1	lncRNA	11	no ortholog in the table
ENSMUSG00000085931	Gm12648	lncRNA	11	no ortholog in the table
ENSMUSG00000085941	Gm11201	lncRNA	11	no ortholog in the table
ENSMUSG00000068600	Gml2	protein_coding	11	no ortholog in the table
ENSMUSG00000051355	Commd1	protein_coding	11	no ortholog in the table
ENSMUSG00000086096	Gm12688	lncRNA	11	no ortholog in the table
ENSMUSG00000086328	2700033N17Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000086353	Gm13481	lncRNA	11	no ortholog in the table
ENSMUSG00000086392	Mccc1os	lncRNA	11	no ortholog in the table
ENSMUSG00000053219	Raet1e	protein_coding	11	no ortholog in the table
ENSMUSG00000029384	2010109A12Rik	protein_coding	11	no ortholog in the table
ENSMUSG00000086427	Hoxa11os	lncRNA	11	no ortholog in the table
ENSMUSG00000086584	Gm12002	lncRNA	11	no ortholog in the table
ENSMUSG00000086847	Tbx3os2	lncRNA	11	no ortholog in the table
ENSMUSG00000086859	Snhg20	lncRNA	11	no ortholog in the table
ENSMUSG00000087519	AV039307	lncRNA	11	no ortholog in the table
ENSMUSG00000087648	E130018N17Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000089706	B230216N24Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000052730	Gm5111	lncRNA	11	no ortholog in the table
ENSMUSG00000089804	Gm16136	lncRNA	11	no ortholog in the table
ENSMUSG00000051977	Prdm9	protein_coding	11	no ortholog in the table
ENSMUSG00000051832	E230016K23Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000086877	A230072C01Rik	lncRNA	11	no ortholog in the table
ENSMUSG00000030057	Cnbp	protein_coding	11	no ortholog in the table
