harmonized_id	symbol	biotype	n_datasets_hvg	why_unmapped
ENSMUSG00000075602	Ly6a	protein_coding	157	no ortholog in the table
ENSMUSG00000031765	Mt1	protein_coding	151	no ortholog in the table
ENSMUSG00000069516	Lyz2	protein_coding	149	no ortholog in the table
ENSMUSG00000060586	H2-Eb1	protein_coding	145	no ortholog in the table
ENSMUSG00000036594	H2-Aa	protein_coding	143	no ortholog in the table
ENSMUSG00000031762	Mt2	protein_coding	142	no ortholog in the table
ENSMUSG00000044258	Ctla2a	protein_coding	141	no ortholog in the table
ENSMUSG00000020077	Srgn	protein_coding	140	no ortholog in the table
ENSMUSG00000018927	Ccl6	protein_coding	139	no ortholog in the table
ENSMUSG00000079018	Ly6c1	protein_coding	137	no ortholog in the table
ENSMUSG00000047139	Cd24a	protein_coding	134	no ortholog in the table
ENSMUSG00000000682	Cd52	protein_coding	133	no ortholog in the table
ENSMUSG00000079017	Ifi27l2a	protein_coding	133	no ortholog in the table
ENSMUSG00000019122	Ccl9	protein_coding	133	no ortholog in the table
ENSMUSG00000035385	Ccl2	protein_coding	130	no ortholog in the table
ENSMUSG00000058427	Cxcl2	protein_coding	130	no ortholog in the table
ENSMUSG00000029373	Pf4	protein_coding	128	no ortholog in the table
ENSMUSG00000069792	Wfdc17	protein_coding	127	no ortholog in the table
ENSMUSG00000018774	Cd68	protein_coding	126	no ortholog in the table
ENSMUSG00000075010	AW112010	lncRNA	125	no ortholog in the table
ENSMUSG00000021477	Ctsl	protein_coding	125	no ortholog in the table
ENSMUSG00000059498	Fcgr3	protein_coding	124	no ortholog in the table
ENSMUSG00000074896	Ifit3	protein_coding	123	no ortholog in the table
ENSMUSG00000022584	Ly6c2	protein_coding	123	no ortholog in the table
ENSMUSG00000054072	Iigp1	protein_coding	123	no ortholog in the table
ENSMUSG00000018920	Cxcl16	protein_coding	123	no ortholog in the table
ENSMUSG00000021268	Meg3	lncRNA	121	no ortholog in the table
ENSMUSG00000029380	Cxcl1	protein_coding	121	no ortholog in the table
ENSMUSG00000024672	Ms4a7	protein_coding	120	no ortholog in the table
ENSMUSG00000079419	Ms4a6c	protein_coding	120	no ortholog in the table
ENSMUSG00000028464	Tpm2	protein_coding	118	no ortholog in the table
ENSMUSG00000025163	Cd7	protein_coding	118	no ortholog in the table
ENSMUSG00000029810	Tmem176b	protein_coding	117	no ortholog in the table
ENSMUSG00000025150	Cbr2	protein_coding	117	no ortholog in the table
ENSMUSG00000026822	Lcn2	protein_coding	117	no ortholog in the table
ENSMUSG00000043953	Ccrl2	protein_coding	116	no ortholog in the table
ENSMUSG00000024661	Fth1	protein_coding	114	no ortholog in the table
ENSMUSG00000060962	Dmkn	protein_coding	114	no ortholog in the table
ENSMUSG00000018102	H2bc4	protein_coding	114	no ortholog in the table
ENSMUSG00000026656	Fcgr2b	protein_coding	113	no ortholog in the table
ENSMUSG00000003038	Hmgn2	protein_coding	112	no ortholog in the table
ENSMUSG00000061232	H2-K1	protein_coding	112	no ortholog in the table
ENSMUSG00000032068	Plet1	protein_coding	111	no ortholog in the table
ENSMUSG00000040950	Mgl2	protein_coding	111	no ortholog in the table
ENSMUSG00000092274	Neat1	lncRNA	110	no ortholog in the table
ENSMUSG00000112148	Lilrb4a	protein_coding	110	no ortholog in the table
ENSMUSG00000042842	Serpinb6b	protein_coding	110	no ortholog in the table
ENSMUSG00000041481	Serpina3g	protein_coding	108	no ortholog in the table
ENSMUSG00000023905	Tnfrsf12a	protein_coding	107	no ortholog in the table
ENSMUSG00000031004	Mki67	protein_coding	107	no ortholog in the table
ENSMUSG00000026938	Fcna	protein_coding	107	no ortholog in the table
ENSMUSG00000025746	Il6	protein_coding	107	no ortholog in the table
ENSMUSG00000030165	Klrd1	protein_coding	106	no ortholog in the table
ENSMUSG00000079523	Tmsb10	protein_coding	105	no ortholog in the table
ENSMUSG00000024675	Ms4a4c	protein_coding	105	no ortholog in the table
ENSMUSG00000026399	Cd55	protein_coding	104	no ortholog in the table
ENSMUSG00000046879	Irgm1	protein_coding	104	no ortholog in the table
ENSMUSG00000056290	Ms4a4b	protein_coding	104	no ortholog in the table
ENSMUSG00000031494	Cd209a	protein_coding	103	no ortholog in the table
ENSMUSG00000009687	Fxyd5	protein_coding	102	no ortholog in the table
ENSMUSG00000026365	Cfh	protein_coding	101	no ortholog in the table
ENSMUSG00000000031	H19	lncRNA	101	no ortholog in the table
ENSMUSG00000092341	Malat1	lncRNA	101	no ortholog in the table
ENSMUSG00000112023	Lilrb4b	protein_coding	101	no ortholog in the table
ENSMUSG00000024679	Ms4a6d	protein_coding	101	no ortholog in the table
ENSMUSG00000046718	Bst2	protein_coding	100	no ortholog in the table
ENSMUSG00000032348	Gsta4	protein_coding	100	no ortholog in the table
ENSMUSG00000040026	Saa3	protein_coding	100	no ortholog in the table
ENSMUSG00000017723	Wfdc2	protein_coding	100	no ortholog in the table
ENSMUSG00000022579	Gpihbp1	protein_coding	99	no ortholog in the table
ENSMUSG00000024677	Ms4a6b	protein_coding	99	no ortholog in the table
ENSMUSG00000059108	Ifitm6	protein_coding	99	no ortholog in the table
ENSMUSG00000078920	Ifi47	protein_coding	99	no ortholog in the table
ENSMUSG00000001123	Lgals9	protein_coding	99	no ortholog in the table
ENSMUSG00000024521	Pmaip1	protein_coding	99	no ortholog in the table
ENSMUSG00000072596	Ear2	protein_coding	99	no ortholog in the table
ENSMUSG00000051504	Siglech	protein_coding	99	no ortholog in the table
ENSMUSG00000069515	Lyz1	protein_coding	99	no ortholog in the table
ENSMUSG00000032679	Cd59a	protein_coding	99	no ortholog in the table
ENSMUSG00000073411	H2-D1	protein_coding	98	no ortholog in the table
ENSMUSG00000062488	Ifit3b	protein_coding	98	no ortholog in the table
ENSMUSG00000058755	Osm	protein_coding	98	no ortholog in the table
ENSMUSG00000047501	Cldn4	protein_coding	97	no ortholog in the table
ENSMUSG00000015852	Fcrl2	protein_coding	97	no ortholog in the table
ENSMUSG00000044678	Ly6k	protein_coding	96	no ortholog in the table
ENSMUSG00000023078	Cxcl13	protein_coding	96	no ortholog in the table
ENSMUSG00000035678	Tnfsf9	protein_coding	96	no ortholog in the table
ENSMUSG00000093674	Rpl41	protein_coding	95	no ortholog in the table
ENSMUSG00000047867	Gimap6	protein_coding	94	no ortholog in the table
ENSMUSG00000033355	Rtp4	protein_coding	94	no ortholog in the table
ENSMUSG00000023092	Fhl1	protein_coding	93	no ortholog in the table
ENSMUSG00000078853	Igtp	protein_coding	93	no ortholog in the table
ENSMUSG00000025608	Podxl	protein_coding	93	no ortholog in the table
ENSMUSG00000000318	Clec10a	protein_coding	92	no ortholog in the table
ENSMUSG00000028583	Pdpn	protein_coding	92	no ortholog in the table
ENSMUSG00000045827	Serpinb9	protein_coding	91	no ortholog in the table
ENSMUSG00000020377	Ltc4s	protein_coding	89	no ortholog in the table
ENSMUSG00000090223	Pcp4	protein_coding	89	no ortholog in the table
ENSMUSG00000026385	Dbi	protein_coding	89	no ortholog in the table
ENSMUSG00000048163	Selplg	protein_coding	88	no ortholog in the table
ENSMUSG00000020486	Septin4	protein_coding	88	no ortholog in the table
ENSMUSG00000040435	Ppp1r15a	protein_coding	88	no ortholog in the table
ENSMUSG00000098318	Lockd	lncRNA	88	no ortholog in the table
ENSMUSG00000054203	Ifi205	protein_coding	88	no ortholog in the table
ENSMUSG00000099974	Bcl2a1d	protein_coding	87	no ortholog in the table
ENSMUSG00000003484	Cyp4f18	protein_coding	87	no ortholog in the table
ENSMUSG00000063229	Ldha	protein_coding	87	no ortholog in the table
ENSMUSG00000037071	Scd1	protein_coding	86	no ortholog in the table
ENSMUSG00000073412	Lst1	protein_coding	85	no ortholog in the table
ENSMUSG00000029359	Tesc	protein_coding	85	no ortholog in the table
ENSMUSG00000029561	Oasl2	protein_coding	85	no ortholog in the table
ENSMUSG00000053977	Cd8a	protein_coding	85	no ortholog in the table
ENSMUSG00000067786	Nnat	protein_coding	85	no ortholog in the table
ENSMUSG00000015656	Hspa8	protein_coding	83	no ortholog in the table
ENSMUSG00000072620	Slfn2	protein_coding	82	no ortholog in the table
ENSMUSG00000050359	Sprr1a	protein_coding	82	no ortholog in the table
ENSMUSG00000069917	Hba-a2	protein_coding	82	no ortholog in the table
ENSMUSG00000074874	Ctla2b	protein_coding	82	no ortholog in the table
ENSMUSG00000044162	Tnip3	protein_coding	81	no ortholog in the table
ENSMUSG00000039236	Isg20	protein_coding	80	no ortholog in the table
ENSMUSG00000079293	Clec7a	protein_coding	80	no ortholog in the table
ENSMUSG00000053063	Clec12a	protein_coding	80	no ortholog in the table
ENSMUSG00000053044	Cd8b1	protein_coding	79	no ortholog in the table
ENSMUSG00000091649	Phf11b	protein_coding	79	no ortholog in the table
ENSMUSG00000037313	Tacc3	protein_coding	79	no ortholog in the table
ENSMUSG00000003153	Slc2a3	protein_coding	79	no ortholog in the table
ENSMUSG00000043832	Clec4a3	protein_coding	79	no ortholog in the table
ENSMUSG00000061100	Retnla	protein_coding	79	no ortholog in the table
ENSMUSG00000087006	Gm13889	protein_coding	79	no ortholog in the table
ENSMUSG00000017309	Cd300lg	protein_coding	78	no ortholog in the table
ENSMUSG00000052305	Hbb-bs	protein_coding	78	no ortholog in the table
ENSMUSG00000050241	Klre1	protein_coding	78	no ortholog in the table
ENSMUSG00000030325	Klrb1c	protein_coding	77	no ortholog in the table
ENSMUSG00000031495	Cd209d	protein_coding	77	no ortholog in the table
ENSMUSG00000032532	Cck	protein_coding	77	no ortholog in the table
ENSMUSG00000013974	Mcemp1	protein_coding	77	no ortholog in the table
ENSMUSG00000027514	Zbp1	protein_coding	76	no ortholog in the table
ENSMUSG00000000739	Sult5a1	protein_coding	75	no ortholog in the table
ENSMUSG00000038179	Slamf7	protein_coding	75	no ortholog in the table
ENSMUSG00000022586	Ly6i	protein_coding	74	no ortholog in the table
ENSMUSG00000051748	Wfdc21	protein_coding	74	no ortholog in the table
ENSMUSG00000051906	Cd209f	protein_coding	74	no ortholog in the table
ENSMUSG00000030711	Sult1a1	protein_coding	74	no ortholog in the table
ENSMUSG00000044811	Cd300c2	protein_coding	74	no ortholog in the table
ENSMUSG00000016283	H2-M2	protein_coding	74	no ortholog in the table
ENSMUSG00000046245	Pilra	protein_coding	73	no ortholog in the table
ENSMUSG00000074272	Ceacam1	protein_coding	73	no ortholog in the table
ENSMUSG00000046908	Ltb4r1	protein_coding	73	no ortholog in the table
ENSMUSG00000058818	Pirb	protein_coding	73	no ortholog in the table
ENSMUSG00000039209	Rpl39l	protein_coding	73	no ortholog in the table
ENSMUSG00000033024	Klra9	protein_coding	73	no ortholog in the table
ENSMUSG00000030148	Clec4a2	protein_coding	73	no ortholog in the table
ENSMUSG00000047798	Cd300lf	protein_coding	72	no ortholog in the table
ENSMUSG00000024747	Aldh1a7	protein_coding	72	no ortholog in the table
ENSMUSG00000073489	Ifi204	protein_coding	72	no ortholog in the table
ENSMUSG00000079298	Klrb1b	protein_coding	72	no ortholog in the table
ENSMUSG00000029372	Ppbp	protein_coding	72	no ortholog in the table
ENSMUSG00000090733	Rps27	protein_coding	72	no ortholog in the table
ENSMUSG00000039997	Ifi203	protein_coding	71	no ortholog in the table
ENSMUSG00000079553	Kifc1	protein_coding	71	no ortholog in the table
ENSMUSG00000021214	Akr1c18	protein_coding	70	no ortholog in the table
ENSMUSG00000024678	Ms4a4d	protein_coding	70	no ortholog in the table
ENSMUSG00000073940	Hbb-bt	protein_coding	70	no ortholog in the table
ENSMUSG00000067235	H2-Q10	protein_coding	70	no ortholog in the table
ENSMUSG00000067274	Rplp0	protein_coding	70	no ortholog in the table
ENSMUSG00000041828	Abca8a	protein_coding	70	no ortholog in the table
ENSMUSG00000026238	Ptma	protein_coding	70	no ortholog in the table
ENSMUSG00000029802	Abcg2	protein_coding	70	no ortholog in the table
ENSMUSG00000102037	Bcl2a1a	protein_coding	70	no ortholog in the table
ENSMUSG00000051839	Gypa	protein_coding	69	no ortholog in the table
ENSMUSG00000048534	Jaml	protein_coding	69	no ortholog in the table
ENSMUSG00000035439	Haus8	protein_coding	69	no ortholog in the table
ENSMUSG00000073490	Ifi207	protein_coding	69	no ortholog in the table
ENSMUSG00000067599	Klra7	protein_coding	69	no ortholog in the table
ENSMUSG00000084843	B230312C02Rik	lncRNA	69	no ortholog in the table
ENSMUSG00000028268	Gbp3	protein_coding	69	no ortholog in the table
ENSMUSG00000030147	Clec4b1	protein_coding	68	no ortholog in the table
ENSMUSG00000115067	Dpep2	protein_coding	68	no ortholog in the table
ENSMUSG00000071714	Csf2rb2	protein_coding	68	no ortholog in the table
ENSMUSG00000055546	Timd4	protein_coding	68	no ortholog in the table
ENSMUSG00000071562	Stfa1	protein_coding	68	no ortholog in the table
ENSMUSG00000022901	Cd86	protein_coding	68	no ortholog in the table
ENSMUSG00000004837	Grap	protein_coding	68	no ortholog in the table
ENSMUSG00000026536	Ifi211	protein_coding	68	no ortholog in the table
ENSMUSG00000041954	Tnfrsf18	protein_coding	68	no ortholog in the table
ENSMUSG00000097467	Gm26737	lncRNA	67	no ortholog in the table
ENSMUSG00000055170	Ifng	protein_coding	67	no ortholog in the table
ENSMUSG00000069272	H2ac8	protein_coding	67	no ortholog in the table
ENSMUSG00000081769	Gm12216	lncRNA	67	no ortholog in the table
ENSMUSG00000060147	Serpinb6a	protein_coding	67	no ortholog in the table
ENSMUSG00000055541	Lair1	protein_coding	66	no ortholog in the table
ENSMUSG00000033538	Casp4	protein_coding	66	no ortholog in the table
ENSMUSG00000073555	Iigp1c	protein_coding	66	no ortholog in the table
ENSMUSG00000078921	Tgtp2	protein_coding	66	no ortholog in the table
ENSMUSG00000024986	Hhex	protein_coding	66	no ortholog in the table
ENSMUSG00000016559	H3f3b	protein_coding	66	no ortholog in the table
ENSMUSG00000000204	Slfn4	protein_coding	65	no ortholog in the table
ENSMUSG00000120340	A330069E16Rik	lncRNA	65	no ortholog in the table
ENSMUSG00000022360	Atad2	protein_coding	65	no ortholog in the table
ENSMUSG00000031125	3830403N18Rik	protein_coding	64	no ortholog in the table
ENSMUSG00000052212	Cd177	protein_coding	64	no ortholog in the table
ENSMUSG00000101609	Kcnq1ot1	lncRNA	64	no ortholog in the table
ENSMUSG00000037169	Mycn	protein_coding	63	no ortholog in the table
ENSMUSG00000079339	Ifit1bl1	protein_coding	63	no ortholog in the table
ENSMUSG00000051727	Kctd14	protein_coding	63	no ortholog in the table
ENSMUSG00000040441	Slc26a10	protein_coding	63	no ortholog in the table
ENSMUSG00000063171	Rps4l	protein_coding	63	no ortholog in the table
ENSMUSG00000032484	Ngp	protein_coding	63	no ortholog in the table
ENSMUSG00000001663	Gstt1	protein_coding	63	no ortholog in the table
ENSMUSG00000047534	Mis18bp1	protein_coding	63	no ortholog in the table
ENSMUSG00000016756	Cmah	protein_coding	63	no ortholog in the table
ENSMUSG00000025934	Gsta3	protein_coding	63	no ortholog in the table
ENSMUSG00000072844	G530011O06Rikx	lncRNA	63	no ortholog in the table
ENSMUSG00000090164	BC035044	protein_coding	63	no ortholog in the table
ENSMUSG00000044349	Snhg11	lncRNA	63	no ortholog in the table
ENSMUSG00000000386	Mx1	protein_coding	62	no ortholog in the table
ENSMUSG00000019817	Plagl1	protein_coding	62	no ortholog in the table
ENSMUSG00000040666	Sh3bgr	protein_coding	62	no ortholog in the table
ENSMUSG00000039264	Gimap3	protein_coding	62	no ortholog in the table
ENSMUSG00000023959	Clic5	protein_coding	62	no ortholog in the table
ENSMUSG00000045128	Rpl18a	protein_coding	62	no ortholog in the table
ENSMUSG00000030921	Trim30a	protein_coding	62	no ortholog in the table
ENSMUSG00000078922	Tgtp1	protein_coding	61	no ortholog in the table
ENSMUSG00000096010	H4c16	protein_coding	61	no ortholog in the table
ENSMUSG00000000983	Wfdc18	protein_coding	61	no ortholog in the table
ENSMUSG00000068105	Tnfrsf13c	protein_coding	61	no ortholog in the table
ENSMUSG00000079168	Cd209g	protein_coding	60	no ortholog in the table
ENSMUSG00000032518	Rpsa	protein_coding	60	no ortholog in the table
ENSMUSG00000051682	Treml4	protein_coding	60	no ortholog in the table
ENSMUSG00000030048	Gkn3	protein_coding	60	no ortholog in the table
ENSMUSG00000134402	Gm12250	lncRNA	60	no ortholog in the table
ENSMUSG00000031760	Mt3	protein_coding	60	no ortholog in the table
ENSMUSG00000079853	Klra1	protein_coding	60	no ortholog in the table
ENSMUSG00000089945	Pakap	protein_coding	60	no ortholog in the table
ENSMUSG00000059657	Stfa2l1	protein_coding	60	no ortholog in the table
ENSMUSG00000034652	Cd300a	protein_coding	60	no ortholog in the table
ENSMUSG00000042784	Muc1	protein_coding	60	no ortholog in the table
ENSMUSG00000090272	Mndal	protein_coding	60	no ortholog in the table
ENSMUSG00000104713	Gbp6	protein_coding	59	no ortholog in the table
ENSMUSG00000019832	Rab32	protein_coding	59	no ortholog in the table
ENSMUSG00000033450	Tagap	protein_coding	59	no ortholog in the table
ENSMUSG00000015355	Cd48	protein_coding	59	no ortholog in the table
ENSMUSG00000060550	H2-Q7	protein_coding	59	no ortholog in the table
ENSMUSG00000031933	Izumo1r	protein_coding	58	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000059326	Csf2ra	protein_coding	58	no ortholog in the table
ENSMUSG00000029379	Cxcl3	protein_coding	58	no ortholog in the table
ENSMUSG00000022054	Nefm	protein_coding	58	no ortholog in the table
ENSMUSG00000116378	Gcat	protein_coding	58	no ortholog in the table
ENSMUSG00000030187	Klra2	protein_coding	58	no ortholog in the table
ENSMUSG00000024379	Tslp	protein_coding	58	no ortholog in the table
ENSMUSG00000034641	Cd300ld	protein_coding	58	no ortholog in the table
ENSMUSG00000057666	Gapdh	protein_coding	57	no ortholog in the table
ENSMUSG00000059305	Vpreb1a	protein_coding	57	no ortholog in the table
ENSMUSG00000001665	Gstt3	protein_coding	57	no ortholog in the table
ENSMUSG00000086503	Xist	lncRNA	57	no ortholog in the table
ENSMUSG00000073538	E330020D12Rik	lncRNA	57	no ortholog in the table
ENSMUSG00000024778	Fas	protein_coding	57	no ortholog in the table
ENSMUSG00000079186	Gzmc	protein_coding	57	no ortholog in the table
ENSMUSG00000044303	Cdkn2a	protein_coding	57	no ortholog in the table
ENSMUSG00000116429	Ddit3	protein_coding	56	no ortholog in the table
ENSMUSG00000092035	Peg10	protein_coding	56	no ortholog in the table
ENSMUSG00000025481	Urah	protein_coding	56	no ortholog in the table
ENSMUSG00000078763	Slfn1	protein_coding	56	no ortholog in the table
ENSMUSG00000079597	Cstdc4	protein_coding	56	no ortholog in the table
ENSMUSG00000028689	Ccdc163	protein_coding	56	no ortholog in the table
ENSMUSG00000036858	Ptcra	protein_coding	56	no ortholog in the table
ENSMUSG00000030017	Reg3g	protein_coding	56	no ortholog in the table
ENSMUSG00000100599	1700120C14Rik	lncRNA	56	no ortholog in the table
ENSMUSG00000044206	Vsig4	protein_coding	55	no ortholog in the table
ENSMUSG00000027570	Col9a3	protein_coding	55	no ortholog in the table
ENSMUSG00000078783	Sirpd	protein_coding	55	no ortholog in the table
ENSMUSG00000073409	H2-Q6	protein_coding	55	no ortholog in the table
ENSMUSG00000091956	C2cd4b	protein_coding	55	no ortholog in the table
ENSMUSG00000000869	Il4	protein_coding	55	no ortholog in the table
ENSMUSG00000028332	Hemgn	protein_coding	54	no ortholog in the table
ENSMUSG00000065987	Cd209b	protein_coding	54	no ortholog in the table
ENSMUSG00000043932	Klri2	protein_coding	54	no ortholog in the table
ENSMUSG00000118541	Nrg1	protein_coding	54	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000021213	Akr1c13	protein_coding	54	no ortholog in the table
ENSMUSG00000049115	Agtr1a	protein_coding	54	no ortholog in the table
ENSMUSG00000085723	Gm15915	lncRNA	53	no ortholog in the table
ENSMUSG00000021403	Serpinb9b	protein_coding	53	no ortholog in the table
ENSMUSG00000075370	Igll1	protein_coding	53	no ortholog in the table
ENSMUSG00000031490	Eif4ebp1	protein_coding	53	no ortholog in the table
ENSMUSG00000020009	Ifngr1	protein_coding	53	no ortholog in the table
ENSMUSG00000018451	6330403K07Rik	protein_coding	53	ortholog(s) exist but none is in the other vocabulary
ENSMUSG00000089727	Klra8	protein_coding	53	no ortholog in the table
ENSMUSG00000037816	Fbxw17	protein_coding	53	no ortholog in the table
ENSMUSG00000056895	H2bc27	protein_coding	53	no ortholog in the table
ENSMUSG00000044092	C130050O18Rik	protein_coding	52	no ortholog in the table
ENSMUSG00000087107	Slfnlnc	lncRNA	52	no ortholog in the table
ENSMUSG00000041841	Rpl37	protein_coding	52	no ortholog in the table
ENSMUSG00000046056	Sbsn	protein_coding	52	no ortholog in the table
ENSMUSG00000060639	H4c9	protein_coding	52	no ortholog in the table
ENSMUSG00000067613	Krt83	protein_coding	52	no ortholog in the table
ENSMUSG00000062944	Zfp696	protein_coding	52	no ortholog in the table
ENSMUSG00000073676	Hspe1	protein_coding	52	no ortholog in the table
ENSMUSG00000030162	Olr1	protein_coding	52	no ortholog in the table
ENSMUSG00000037161	Mgarp	protein_coding	51	no ortholog in the table
ENSMUSG00000036172	Cd200r3	protein_coding	51	no ortholog in the table
ENSMUSG00000054626	Xlr	protein_coding	51	no ortholog in the table
ENSMUSG00000022157	Mcpt8	protein_coding	51	no ortholog in the table
ENSMUSG00000035504	Reep6	protein_coding	51	no ortholog in the table
ENSMUSG00000008843	Cldn13	protein_coding	51	no ortholog in the table
ENSMUSG00000039956	Mrap	protein_coding	51	no ortholog in the table
ENSMUSG00000062170	Fmr1nb	protein_coding	50	no ortholog in the table
ENSMUSG00000040483	Xaf1	protein_coding	50	no ortholog in the table
ENSMUSG00000014543	Klra17	protein_coding	50	no ortholog in the table
ENSMUSG00000049086	Bmyc	protein_coding	50	no ortholog in the table
ENSMUSG00000020702	Ccl1	protein_coding	50	no ortholog in the table
ENSMUSG00000042265	Trem1	protein_coding	50	no ortholog in the table
ENSMUSG00000105547	Iglc3	IG_C_gene	50	no ortholog in the table
ENSMUSG00000029298	Gbp9	protein_coding	50	no ortholog in the table
ENSMUSG00000071398	Cimip5	protein_coding	49	no ortholog in the table
ENSMUSG00000095180	Rhox5	protein_coding	49	no ortholog in the table
ENSMUSG00000113450	Zfp935	protein_coding	49	no ortholog in the table
MGI:5504032	Gm26917	lncRNA	49	no Ensembl id (MGI/HGNC accession): not in the ortholog table
ENSMUSG00000066684	Pilrb1	protein_coding	49	no ortholog in the table
ENSMUSG00000067212	H2-T23	protein_coding	49	no ortholog in the table
ENSMUSG00000003518	Dusp3	protein_coding	49	no ortholog in the table
ENSMUSG00000041633	Kctd12b	protein_coding	49	no ortholog in the table
ENSMUSG00000067591	Klra3	protein_coding	49	no ortholog in the table
ENSMUSG00000058099	Nfam1	protein_coding	49	no ortholog in the table
ENSMUSG00000049988	Lrrc25	protein_coding	49	no ortholog in the table
ENSMUSG00000034438	Gbp8	protein_coding	49	no ortholog in the table
ENSMUSG00000006057	Atp5mc1	protein_coding	49	no ortholog in the table
ENSMUSG00000064215	Ifi27	protein_coding	49	no ortholog in the table
ENSMUSG00000043263	Ifi209	protein_coding	49	no ortholog in the table
ENSMUSG00000110547	Gm29773	lncRNA	49	no ortholog in the table
ENSMUSG00000024691	Fam111a	protein_coding	48	no ortholog in the table
ENSMUSG00000057836	Xlr3a	protein_coding	48	no ortholog in the table
ENSMUSG00000085704	4921531C22Rik	lncRNA	48	no ortholog in the table
ENSMUSG00000004709	Cd244a	protein_coding	48	no ortholog in the table
ENSMUSG00000068246	Apol9b	protein_coding	48	no ortholog in the table
ENSMUSG00000069270	H2ac6	protein_coding	48	no ortholog in the table
ENSMUSG00000070873	Lilra5	protein_coding	48	no ortholog in the table
ENSMUSG00000058470	Gm8369	protein_coding	48	no ortholog in the table
ENSMUSG00000035929	H2-Q4	protein_coding	48	no ortholog in the table
ENSMUSG00000030173	Klra5	protein_coding	47	no ortholog in the table
ENSMUSG00000022865	Cxadr	protein_coding	47	no ortholog in the table
ENSMUSG00000072066	Zfp1008	protein_coding	47	no ortholog in the table
ENSMUSG00000097180	2700038G22Rik	lncRNA	47	no ortholog in the table
ENSMUSG00000073236	2500004C02Rik	lncRNA	47	no ortholog in the table
ENSMUSG00000029138	Ccdc121	protein_coding	47	no ortholog in the table
ENSMUSG00000046862	Pramel12	protein_coding	47	no ortholog in the table
ENSMUSG00000096956	Snhg18	lncRNA	47	no ortholog in the table
ENSMUSG00000032712	Resf1	protein_coding	47	no ortholog in the table
ENSMUSG00000062101	Zfp119b	protein_coding	47	no ortholog in the table
ENSMUSG00000063234	Gpr84	protein_coding	47	no ortholog in the table
ENSMUSG00000045362	Tnfrsf26	protein_coding	47	no ortholog in the table
ENSMUSG00000066682	Pilrb2	protein_coding	47	no ortholog in the table
ENSMUSG00000034758	Tle6	protein_coding	47	no ortholog in the table
ENSMUSG00000067768	Xlr4b	protein_coding	46	no ortholog in the table
ENSMUSG00000030361	Klrb1a	protein_coding	46	no ortholog in the table
ENSMUSG00000050957	Insl6	protein_coding	46	no ortholog in the table
ENSMUSG00000037742	Eef1a1	protein_coding	46	no ortholog in the table
ENSMUSG00000109781	Gm45509	lncRNA	46	no ortholog in the table
ENSMUSG00000078252	Krtap17-1	protein_coding	46	no ortholog in the table
ENSMUSG00000030744	Rps3	protein_coding	46	no ortholog in the table
ENSMUSG00000094248	H2ac23	protein_coding	46	no ortholog in the table
ENSMUSG00000023048	Prr13	protein_coding	46	no ortholog in the table
ENSMUSG00000035208	Slfn8	protein_coding	46	no ortholog in the table
ENSMUSG00000005339	Fcer1a	protein_coding	46	no ortholog in the table
ENSMUSG00000057346	Apol9a	protein_coding	46	no ortholog in the table
ENSMUSG00000037523	Mavs	protein_coding	45	no ortholog in the table
ENSMUSG00000054169	Ceacam10	protein_coding	45	no ortholog in the table
ENSMUSG00000015314	Slamf6	protein_coding	45	no ortholog in the table
ENSMUSG00000046323	Dppa3	protein_coding	45	no ortholog in the table
ENSMUSG00000087259	2610035D17Rik	lncRNA	45	no ortholog in the table
ENSMUSG00000033715	Akr1c14	protein_coding	45	no ortholog in the table
ENSMUSG00000090942	F830016B08Rik	protein_coding	45	no ortholog in the table
ENSMUSG00000066551	Hmgb1	protein_coding	45	no ortholog in the table
ENSMUSG00000047751	Utf1	protein_coding	45	no ortholog in the table
ENSMUSG00000011256	Adam19	protein_coding	45	no ortholog in the table
ENSMUSG00000028023	Pitx2	protein_coding	45	no ortholog in the table
ENSMUSG00000091993	B930036N10Rik	lncRNA	45	no ortholog in the table
ENSMUSG00000073491	Ifi213	protein_coding	45	no ortholog in the table
ENSMUSG00000075408	Smim41	protein_coding	44	no ortholog in the table
ENSMUSG00000002831	Plin4	protein_coding	44	no ortholog in the table
ENSMUSG00000047649	Polr1g	protein_coding	44	no ortholog in the table
ENSMUSG00000018861	Fdxr	protein_coding	44	no ortholog in the table
ENSMUSG00000009585	Apobec3	protein_coding	44	no ortholog in the table
ENSMUSG00000003929	Zfp81	protein_coding	44	no ortholog in the table
ENSMUSG00000043090	Zfp866	protein_coding	44	no ortholog in the table
ENSMUSG00000023452	Pisd	protein_coding	44	no ortholog in the table
ENSMUSG00000044309	Apol7c	protein_coding	44	no ortholog in the table
ENSMUSG00000029273	Sult1d1	protein_coding	44	no ortholog in the table
ENSMUSG00000079845	Xlr4a	protein_coding	44	no ortholog in the table
ENSMUSG00000030483	Cyp2b10	protein_coding	44	no ortholog in the table
ENSMUSG00000025488	Cox8b	protein_coding	44	no ortholog in the table
ENSMUSG00000045062	Pcdhb7	protein_coding	44	no ortholog in the table
ENSMUSG00000074671	Tspyl3	protein_coding	44	no ortholog in the table
ENSMUSG00000032491	Nradd	protein_coding	44	no ortholog in the table
ENSMUSG00000059994	Fcrl1	protein_coding	44	no ortholog in the table
